AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
35224,14040,Daniel Palan,66,M,A1
35225,14040,Chavvi Yohannan,54,M,A2
35226,14040,Tara Iyer,66,F,A3
35227,14041,Brijesh Arora,20,M,A1
35228,14041,Ikbal Gupta,27,M,A2
35229,14041,Jackson Mand,30,F,A3
35230,14041,Kavya Sura,56,M,A4
35231,14042,Kalpit Koshy,35,M,A1
35232,14042,Vritti Doshi,69,M,A2
35233,14042,Saksham Roy,35,F,A3
35234,14042,Harini Kunda,57,M,A4
35235,14043,Harini Din,70,F,A1
35236,14044,Manthan Shah,36,M,A1
35237,14044,Ladli Hayer,46,F,A2
35238,14045,Chanchal Comar,43,F,A1
35239,14045,Hemang Venkatesh,50,M,A2
35240,14046,Kala Ganesh,32,F,A1
35241,14046,Meera Oza,49,F,A2
35242,14046,Barkha Chokshi,41,M,A3
35243,14047,Raagini Sani,22,M,A1
35244,14047,Waida Narang,39,M,A2
35245,14047,Krish Chahal,66,F,A3
35246,14047,Zinal Krishna,21,M,A4
35247,14048,Aachal Tiwari,39,M,A1
35248,14048,Udant Keer,24,M,A2
35249,14048,Madhavi Shetty,39,M,A3
35250,14048,Zaitra Tank,65,M,A4
35251,14049,Dominic Ramesh,23,F,A1
35252,14049,Qasim Sheth,60,F,A2
35253,14049,Lila Gaba,23,F,A3
35254,14050,Harshil Rao,38,M,A1
35255,14051,Ekansh Chakrabarti,23,M,A1
35256,14052,Edhitha Majumdar,59,F,A1
35257,14052,Gautam Kapoor,59,F,A2
35258,14052,Matthew Buch,64,F,A3
35259,14052,Fiyaz Sule,61,F,A4
35260,14053,Nakul Dixit,59,F,A1
35261,14053,Tamanna Manne,27,M,A2
35262,14053,Chaitanya Deep,67,M,A3
35263,14054,Jeevika Trivedi,27,M,A1
35264,14055,Vinaya Dube,30,M,A1
35265,14055,Megha Bhatia,36,M,A2
35266,14055,Wridesh Aurora,26,M,A3
35267,14055,Advik Doshi,58,F,A4
35268,14056,Zansi Cherian,54,M,A1
35269,14056,Tanay Balan,64,M,A2
35270,14057,Fiyaz Raman,52,M,A1
35271,14057,Vrishti Bhardwaj,25,M,A2
35272,14057,Vritti Wagle,39,M,A3
35273,14057,Meghana Kala,35,M,A4
35274,14058,Pahal Rana,49,M,A1
35275,14058,Tanveer Mangat,49,F,A2
35276,14058,Tanish Khosla,61,M,A3
35277,14058,Jonathan Saraf,25,M,A4
35278,14059,Hiral Chakrabarti,70,F,A1
35279,14059,Owen Prakash,64,F,A2
35280,14060,Yatan Nazareth,56,M,A1
35281,14060,Rachit Vora,29,M,A2
35282,14061,Urvi Kalla,47,M,A1
35283,14061,Yadavi Lad,64,M,A2
35284,14061,Ishanvi Sarkar,51,M,A3
35285,14061,Gabriel Sethi,50,M,A4
35286,14062,Triveni Pandey,49,M,A1
35287,14062,Gaurangi Lall,41,M,A2
35288,14062,Pooja Sanghvi,19,F,A3
35289,14062,Mugdha Batta,63,M,A4
35290,14063,Anita Bhatt,40,M,A1
35291,14064,Hamsini Sridhar,34,M,A1
35292,14064,Michael Sha,63,M,A2
35293,14065,Arjun Ray,33,F,A1
35294,14065,Vedant Choudhary,27,M,A2
35295,14065,Manan Ratti,33,M,A3
35296,14066,Yamini Solanki,29,M,A1
35297,14066,Hemani Sarma,44,M,A2
35298,14066,Luke Koshy,48,M,A3
35299,14066,Robert Sundaram,60,M,A4
35300,14067,Ekavir Kamdar,30,M,A1
35301,14067,Vritti Tara,60,M,A2
35302,14067,Yasti Sagar,24,M,A3
35303,14068,Upkaar Chaudhry,33,F,A1
35304,14068,Lekha Nayak,53,M,A2
35305,14068,Falan Sabharwal,46,M,A3
35306,14068,Advik Vig,20,M,A4
35307,14069,Chatura Prasad,41,M,A1
35308,14069,Bhavani Goswami,39,M,A2
35309,14069,Eta Bora,68,M,A3
35310,14069,Veda Bala,19,M,A4
35311,14070,Triveni Agrawal,39,M,A1
35312,14071,Ranbir Shan,57,M,A1
35313,14071,Chameli Bera,62,M,A2
35314,14072,Samaksh Pingle,42,M,A1
35315,14073,Bishakha Kunda,60,M,A1
35316,14073,Harita Gupta,26,M,A2
35317,14074,Saumya Chaudhry,51,M,A1
35318,14074,Samar Din,52,M,A2
35319,14075,Vyanjana Swaminathan,50,M,A1
35320,14075,Meera Rau,57,M,A2
35321,14075,Onveer Narayan,31,M,A3
35322,14076,Ekansh Bhavsar,31,M,A1
35323,14076,Ishanvi Kala,58,M,A2
35324,14077,Max Dhar,45,M,A1
35325,14077,Madhavi Vyas,32,M,A2
35326,14077,Chandresh Naik,21,M,A3
35327,14077,Waida Malhotra,23,M,A4
35328,14078,Anamika Chauhan,65,M,A1
35329,14078,Harinakshi Sridhar,32,M,A2
35330,14078,Bina Chaudhary,35,F,A3
35331,14078,Qabil Sem,47,M,A4
35332,14079,Janya Shanker,16,F,A1
35333,14080,Tanish Narain,62,M,A1
35334,14081,Ekani Thakkar,32,M,A1
35335,14081,Noah Garde,50,F,A2
35336,14081,Daksha Trivedi,60,M,A3
35337,14082,Onveer Sunder,67,F,A1
35338,14082,Vasudha Sidhu,44,M,A2
35339,14083,Nikita Kala,58,M,A1
35340,14083,Meghana Bedi,53,F,A2
35341,14083,Bhavini Wagle,28,F,A3
35342,14084,Wriddhish Yadav,29,M,A1
35343,14084,Raksha Rana,23,M,A2
35344,14084,Qabil Divan,39,F,A3
35345,14085,Gauri Sastry,68,M,A1
35346,14085,Samaksh Memon,21,M,A2
35347,14085,Tara Majumdar,44,F,A3
35348,14086,Teerth Rao,30,M,A1
35349,14086,Manthan Minhas,61,M,A2
35350,14086,Lavanya Mani,24,F,A3
35351,14086,Omkaar Mammen,35,M,A4
35352,14087,Damyanti Parmar,68,F,A1
35353,14087,Vanya Palan,61,M,A2
35354,14087,Avni Sekhon,51,M,A3
35355,14087,Maanav Patla,39,F,A4
35356,14088,Yasti Sem,36,F,A1
35357,14088,Chakradhar Shetty,26,M,A2
35358,14088,Manbir Aurora,56,M,A3
35359,14088,Parth Shenoy,22,F,A4
35360,14089,Aryan Vora,44,F,A1
35361,14089,Sarthak Venkatesh,68,M,A2
35362,14090,Damini Nadkarni,40,F,A1
35363,14091,Turvi Nayak,38,F,A1
35364,14091,Frado Buch,39,F,A2
35365,14092,Bishakha Ramakrishnan,59,M,A1
35366,14092,Vaishnavi Ben,18,F,A2
35367,14092,Vrishti Dara,28,M,A3
35368,14092,Harshil Vyas,68,M,A4
35369,14093,Max Swaminathan,52,F,A1
35370,14094,Yoshita Doctor,47,M,A1
35371,14094,Vrishti Rout,61,F,A2
35372,14095,Urishilla Prashad,43,M,A1
35373,14095,Peter Deshmukh,18,F,A2
35374,14096,Jagvi Baral,27,F,A1
35375,14096,Ira Nayar,22,F,A2
35376,14096,Krisha Gill,57,T,A3
35377,14097,Jasmit Vora,32,M,A1
35378,14097,Frederick Kala,38,M,A2
35379,14097,Henry Nagy,48,M,A3
35380,14097,Ekanta Bassi,19,M,A4
35381,14098,Alka Grewal,33,F,A1
35382,14098,Kashish Ravel,70,F,A2
35383,14099,Chatresh Nanda,42,M,A1
35384,14099,Fiyaz Bhattacharyya,25,F,A2
35385,14100,Aadi Reddy,52,F,A1
35386,14101,Guneet Wali,68,M,A1
35387,14101,Rachita Bala,27,M,A2
35388,14102,Mekhala Chaudhary,59,F,A1
35389,14103,Ishani Pall,31,F,A1
35390,14103,Kiaan Ranganathan,48,F,A2
35391,14104,Sara Saha,18,M,A1
35392,14104,Sachi Narayanan,19,M,A2
35393,14104,Meghana Pai,66,M,A3
35394,14104,Tanmayi Vyas,27,F,A4
35395,14105,Yahvi Balan,39,M,A1
35396,14105,Onveer Mand,44,M,A2
35397,14105,Azaan Bedi,61,M,A3
35398,14105,Advika Loyal,16,F,A4
35399,14106,Yamini Banerjee,32,M,A1
35400,14106,Ojas Pant,37,M,A2
35401,14106,Mahika Mitter,18,M,A3
35402,14106,Harshil Manda,33,M,A4
35403,14107,Yashica Narayanan,17,F,A1
35404,14107,Wriddhish Patil,39,M,A2
35405,14108,Prisha Saxena,16,F,A1
35406,14108,Girik Badami,58,M,A2
35407,14109,Gautam Sheth,24,F,A1
35408,14109,Kalpit Prabhakar,30,M,A2
35409,14109,Eta Mall,47,F,A3
35410,14109,Praneel Krishnan,39,M,A4
35411,14110,Sneha Bhattacharyya,63,M,A1
35412,14110,Onveer Mallick,26,F,A2
35413,14110,Amaira Gera,27,M,A3
35414,14110,Indrajit Sethi,32,F,A4
35415,14111,Ekta Bhandari,58,F,A1
35416,14111,Balendra Borra,35,F,A2
35417,14112,Krish Bedi,60,M,A1
35418,14112,Ubika Chatterjee,22,M,A2
35419,14112,Chanchal Sankaran,23,M,A3
35420,14113,Sanya Sankaran,43,F,A1
35421,14113,Niharika Parikh,26,M,A2
35422,14113,Tanveer Chauhan,42,F,A3
35423,14114,Rachita Hans,17,T,A1
35424,14114,Vasatika Goda,49,F,A2
35425,14115,Arunima Varkey,24,M,A1
35426,14116,Sai Jhaveri,53,F,A1
35427,14116,Aarnav Andra,59,F,A2
35428,14117,Manya Prabhu,29,M,A1
35429,14118,Banjeet Dada,18,F,A1
35430,14118,Ati Vora,48,M,A2
35431,14118,Vasatika Sharaf,64,M,A3
35432,14118,Advaith Agrawal,39,F,A4
35433,14119,Rehaan Patla,61,F,A1
35434,14119,Dayamai Krishnan,37,F,A2
35435,14119,Wishi Sani,31,F,A3
35436,14119,Vyanjana Deep,55,M,A4
35437,14120,Yahvi Anne,62,M,A1
35438,14120,Jyoti Bora,60,F,A2
35439,14120,Ria Chokshi,56,F,A3
35440,14121,Qushi Sunder,58,M,A1
35441,14121,Anusha Andra,53,F,A2
35442,14122,Wazir Kulkarni,35,F,A1
35443,14123,Maanav Bhargava,19,M,A1
35444,14123,Isaiah Sachdeva,38,F,A2
35445,14123,Ronith Lall,68,M,A3
35446,14124,Anusha Vyas,44,M,A1
35447,14125,Chaitanya Keer,63,M,A1
35448,14126,Kai Shan,52,F,A1
35449,14126,Zarna Karpe,43,F,A2
35450,14127,Udyati Dara,36,M,A1
35451,14128,Nisha Srinivasan,44,F,A1
35452,14128,Deepa Deo,55,F,A2
35453,14128,Saanvi Rajagopal,37,F,A3
35454,14128,Kalpit Mitter,38,M,A4
35455,14129,Indali Ratti,67,F,A1
35456,14129,Yatan Andra,68,M,A2
35457,14129,Krisha Sharma,45,M,A3
35458,14130,Januja Ramachandran,46,F,A1
35459,14131,Aradhana Sastry,57,M,A1
35460,14131,Nirja Bhatia,26,F,A2
35461,14131,Krishna Sahota,65,M,A3
35462,14131,Vritti Sunder,33,M,A4
35463,14132,Zaitra Sagar,36,M,A1
35464,14132,Samaksh Oak,25,F,A2
35465,14132,Amara Vig,24,M,A3
35466,14133,Turvi Bajaj,22,M,A1
35467,14133,Gautami Bawa,59,F,A2
35468,14133,Zilmil Sehgal,24,M,A3
35469,14134,Watika Sant,20,M,A1
35470,14134,Ethan Sethi,35,M,A2
35471,14134,Chaman Kar,46,M,A3
35472,14134,Nachiket Varghese,59,M,A4
35473,14135,Bakhshi Sachdev,19,M,A1
35474,14135,Qadim Mohanty,38,M,A2
35475,14135,Bahadurjit Tara,30,M,A3
35476,14135,Keya Thaman,70,T,A4
35477,14136,Zinal Rai,17,M,A1
35478,14136,Manthan Ratta,58,M,A2
35479,14137,Anusha Pant,33,M,A1
35480,14137,Chavvi Tata,37,M,A2
35481,14137,Dipta Badami,63,M,A3
35482,14137,Samesh Butala,27,M,A4
35483,14138,Zansi Raval,29,M,A1
35484,14138,Gautami Chaudhary,25,F,A2
35485,14139,Jeet Mall,48,M,A1
35486,14139,Bhavna Sidhu,33,M,A2
35487,14139,Veer Swaminathan,39,F,A3
35488,14139,Utkarsh Sunder,49,M,A4
35489,14140,Balveer Bhatti,23,F,A1
35490,14141,Ishwar Kumer,35,M,A1
35491,14141,Viraj Pal,22,F,A2
35492,14141,Ronith Chaudry,30,F,A3
35493,14142,Varenya Ram,35,M,A1
35494,14142,Jai Naidu,17,M,A2
35495,14142,Zashil Upadhyay,41,M,A3
35496,14143,Ekalinga Chana,43,F,A1
35497,14143,Eta Bir,44,F,A2
35498,14143,Upadhriti Mitra,60,F,A3
35499,14143,Lohit Rajan,35,M,A4
35500,14144,Riya Bose,69,F,A1
35501,14144,Matthew Chaudhary,40,M,A2
35502,14144,Unnati Ram,30,M,A3
35503,14145,Kevin Pandey,54,M,A1
35504,14145,Aarush Shanker,56,M,A2
35505,14145,Januja Sachdev,29,M,A3
35506,14145,Ojas Subramanian,29,F,A4
35507,14146,Triya Chatterjee,20,M,A1
35508,14146,Forum Sankaran,38,M,A2
35509,14146,Riya Aurora,53,M,A3
35510,14146,Aishani Misra,64,M,A4
35511,14147,Mugdha Gade,42,F,A1
35512,14147,Karan Morar,44,M,A2
35513,14148,Udant Bora,38,M,A1
35514,14148,Vidhi Brar,50,M,A2
35515,14148,Charan Chakraborty,53,F,A3
35516,14148,Oviya Rama,61,F,A4
35517,14149,Bakhshi Saha,41,F,A1
35518,14149,Warhi Jha,51,M,A2
35519,14149,Ethan Sahota,35,M,A3
35520,14149,Yuvraj Pradhan,22,F,A4
35521,14150,Anirudh Edwin,64,M,A1
35522,14150,Vedika Boase,60,M,A2
35523,14151,Naksh Sharaf,29,M,A1
35524,14151,Hitesh Bhattacharyya,60,F,A2
35525,14151,Xavier Pathak,58,M,A3
35526,14152,Aarav Cheema,56,F,A1
35527,14153,Osha Munshi,35,T,A1
35528,14154,Janaki Chahal,65,M,A1
35529,14154,Shravya Roy,60,M,A2
35530,14155,Jagrati Naidu,56,T,A1
35531,14155,Robert Chawla,59,F,A2
35532,14156,Vedhika Mishra,18,M,A1
35533,14156,Yashawini Memon,64,M,A2
35534,14156,Parth Ahluwalia,57,M,A3
35535,14156,Zaid Ravel,42,M,A4
35536,14157,Eiravati Goswami,43,M,A1
35537,14157,Urvi Hans,37,M,A2
35538,14158,Anvi Lala,57,F,A1
35539,14159,Finn Sood,43,M,A1
35540,14160,Wishi Varty,28,M,A1
35541,14161,Jhalak Arora,49,F,A1
35542,14161,Oliver Srinivasan,43,M,A2
35543,14161,Aarav Rai,65,F,A3
35544,14162,Tristan Acharya,55,F,A1
35545,14162,Aryan Devan,37,F,A2
35546,14163,Qadim Ahuja,40,M,A1
35547,14163,Qarin Kara,39,M,A2
35548,14163,Quincy Pathak,31,F,A3
35549,14163,Arjun Bhalla,27,F,A4
35550,14164,Yasti Saini,66,F,A1
35551,14165,Adya Arora,31,M,A1
35552,14165,Mohammed Bhavsar,54,M,A2
35553,14165,Ranbir Vora,48,M,A3
35554,14165,Mason Gade,55,F,A4
35555,14166,Aadhya Ghose,68,M,A1
35556,14166,Nakul Loyal,61,F,A2
35557,14166,Aarnav Chatterjee,43,F,A3
35558,14167,Brinda Dhingra,17,F,A1
35559,14167,Rajeshri Batta,58,M,A2
35560,14167,Vinaya Pant,35,M,A3
35561,14168,Bishakha Kaur,35,M,A1
35562,14169,Guneet Walia,67,M,A1
35563,14169,Chaaya Kara,68,M,A2
35564,14170,Bhanumati Bhargava,42,M,A1
35565,14170,Abhimanyu Talwar,67,M,A2
35566,14170,Jalsa Sehgal,37,M,A3
35567,14171,Warda Sheth,20,M,A1
35568,14171,Aarna Bhardwaj,58,F,A2
35569,14171,Waida Goswami,41,F,A3
35570,14172,Prisha Misra,40,T,A1
35571,14172,Bahadurjit Mitter,33,M,A2
35572,14172,Yashvi Venkatesh,16,F,A3
35573,14172,Rishi Magar,56,M,A4
35574,14173,Vidhi Sura,45,M,A1
35575,14173,Harsh Brar,49,T,A2
35576,14174,Imaran Kant,66,F,A1
35577,14174,Damyanti Sagar,35,M,A2
35578,14175,Amruta Cherian,52,M,A1
35579,14175,Jatin Zacharia,55,M,A2
35580,14176,Anvi Karpe,24,M,A1
35581,14176,Harinakshi Jani,51,M,A2
35582,14177,Mahika Mann,24,M,A1
35583,14177,Ranbir Bajwa,27,M,A2
35584,14178,Dayita Nair,30,F,A1
35585,14178,Isaac Bose,36,F,A2
35586,14178,Kiaan Ram,40,M,A3
35587,14178,Idika Kulkarni,46,M,A4
35588,14179,Wakeeta Kothari,47,M,A1
35589,14179,Widisha Vaidya,69,F,A2
35590,14179,Omya Dhawan,38,M,A3
35591,14180,Yamini Dasgupta,20,M,A1
35592,14181,Arunima Patla,42,F,A1
35593,14181,Jeevika Bhardwaj,47,F,A2
35594,14181,Rohan Suresh,55,F,A3
35595,14181,Karan Aggarwal,22,F,A4
35596,14182,Oeshi Bath,33,M,A1
35597,14182,Yoshita Chacko,21,F,A2
35598,14182,Amruta Muni,36,F,A3
35599,14182,Tanvi Comar,54,F,A4
35600,14183,Adya Kothari,29,M,A1
35601,14183,Rachita Karpe,65,F,A2
35602,14183,Wazir Sood,32,F,A3
35603,14183,Wazir Sama,45,M,A4
35604,14184,Prisha Deol,16,M,A1
35605,14184,Nirja Narayan,43,F,A2
35606,14184,Samar Gulati,69,F,A3
35607,14184,Ethan Pillai,21,M,A4
35608,14185,Samarth Saraf,59,M,A1
35609,14185,Janani Sandal,25,F,A2
35610,14186,Amaira Singh,70,M,A1
35611,14186,Hredhaan Bhatt,51,M,A2
35612,14187,Abdul Raghavan,60,M,A1
35613,14188,Upma Ben,46,F,A1
35614,14188,Bahadurjit Kohli,42,T,A2
35615,14188,Vedant Ray,19,F,A3
35616,14188,Manya Sawhney,66,M,A4
35617,14189,Aayush Sodhi,67,M,A1
35618,14189,Warda Aurora,17,M,A2
35619,14190,Balhaar Deshmukh,25,M,A1
35620,14190,Raksha Varughese,25,M,A2
35621,14190,Edhitha Menon,52,M,A3
35622,14190,Rudra Mander,36,F,A4
35623,14191,Gauri Raghavan,58,F,A1
35624,14191,Rudra Dhar,28,F,A2
35625,14191,Charan Pant,33,F,A3
35626,14192,Ucchal Nori,50,F,A1
35627,14193,Geetika Devi,53,F,A1
35628,14193,Rachit Gokhale,38,F,A2
35629,14193,Oni Nagarajan,37,F,A3
35630,14194,Gavin Soman,70,M,A1
35631,14194,Daksh Nadkarni,40,F,A2
35632,14194,Benjamin Chhabra,62,M,A3
35633,14195,Mekhala Raman,30,F,A1
35634,14195,Sudiksha Borde,65,M,A2
35635,14195,Chaitanya Rajan,70,F,A3
35636,14195,Vansha D’Alia,69,M,A4
35637,14196,Warda Borah,25,F,A1
35638,14196,Darika Tripathi,57,F,A2
35639,14196,Qadim Agrawal,52,F,A3
35640,14196,Mitali Jani,61,F,A4
35641,14197,Caleb Grewal,62,M,A1
35642,14197,Netra Pandey,34,F,A2
35643,14197,Chaaya Kothari,29,M,A3
35644,14198,Varenya Borde,25,F,A1
35645,14198,Meera Lala,70,M,A2
35646,14198,Yoshita Badami,47,M,A3
35647,14198,Bhavini Kapadia,29,F,A4
35648,14199,Jackson Luthra,57,F,A1
35649,14199,Patrick Rajan,20,M,A2
35650,14199,Warinder Nayar,48,M,A3
35651,14200,Diya Om,55,M,A1
35652,14200,Jagvi Puri,70,M,A2
35653,14201,Saksham Chowdhury,64,M,A1
35654,14202,Kamya Savant,20,M,A1
35655,14202,Prisha Toor,35,M,A2
35656,14202,Shaurya Sen,50,M,A3
35657,14203,Barkha Dube,30,M,A1
35658,14203,Manan Sarna,50,M,A2
35659,14203,Rachana Dalal,63,M,A3
35660,14204,Yauvani Krish,24,M,A1
35661,14204,Yasti Halder,39,M,A2
35662,14204,Gauri Krishna,55,M,A3
35663,14204,Abdul Trivedi,27,F,A4
35664,14205,Manan Rana,37,F,A1
35665,14206,Jeevika Mishra,20,M,A1
35666,14206,Jhalak Thaman,36,M,A2
35667,14207,Ekansh Kapadia,35,M,A1
35668,14207,Isaac Nori,51,M,A2
35669,14207,Ranveer Minhas,57,M,A3
35670,14207,Lucky Pau,70,F,A4
35671,14208,Keya Sama,51,F,A1
35672,14208,Tejas Shukla,63,F,A2
35673,14208,Oni Prabhu,56,F,A3
35674,14209,Umang Barman,59,M,A1
35675,14209,Ekbal Cheema,25,F,A2
35676,14209,Ranveer Bora,70,M,A3
35677,14210,Ojasvi Ganguly,52,M,A1
35678,14211,Omya Trivedi,68,F,A1
35679,14211,Jagat Upadhyay,48,M,A2
35680,14211,Sachi Pradhan,18,M,A3
35681,14211,Pallavi Bobal,31,M,A4
35682,14212,Yasti Oommen,32,M,A1
35683,14212,Charvi Srinivas,51,M,A2
35684,14212,Vasatika Goda,34,M,A3
35685,14212,Nirja Bajwa,45,M,A4
35686,14213,Omkaar Narang,36,M,A1
35687,14213,Yoshita Dhawan,49,M,A2
35688,14213,Jackson Choudhury,57,M,A3
35689,14213,David Dutt,19,M,A4
35690,14214,Bishakha Pradhan,18,T,A1
35691,14214,Rachit Hari,70,M,A2
35692,14214,Jeremiah Mangal,44,T,A3
35693,14214,Eiravati Dutta,30,M,A4
35694,14215,Yashawini Varghese,34,F,A1
35695,14215,Ekani Sengupta,18,F,A2
35696,14216,Rachit Goyal,52,F,A1
35697,14216,Utkarsh Bhatnagar,46,M,A2
35698,14216,Dayamai Samra,69,M,A3
35699,14216,George Ramachandran,56,F,A4
35700,14217,Tamanna Karan,23,M,A1
35701,14217,Chaitanya Sur,63,M,A2
35702,14217,Faqid Lal,37,M,A3
35703,14218,Chakradhar Kibe,59,M,A1
35704,14218,Kabir Deol,70,M,A2
35705,14218,Tanmayi Deshmukh,51,M,A3
35706,14218,Atharv Kapadia,56,M,A4
35707,14219,Bishakha Thakkar,63,M,A1
35708,14220,Gaurav Mishra,34,M,A1
35709,14220,Jack Batra,49,M,A2
35710,14221,Xavier Goel,43,F,A1
35711,14222,Neel Raja,27,M,A1
35712,14222,Lucky Padmanabhan,50,M,A2
35713,14222,Kai Chandra,16,M,A3
35714,14222,Nikita Andra,68,F,A4
35715,14223,Aryan Andra,51,F,A1
35716,14224,Advika Bhargava,17,F,A1
35717,14224,Faris Saini,24,F,A2
35718,14225,Aditya Sastry,23,F,A1
35719,14225,Gabriel Baria,40,M,A2
35720,14226,Oviya Oommen,58,M,A1
35721,14226,Elijah Rai,55,M,A2
35722,14227,Dhruv Shetty,34,M,A1
35723,14227,Vedika Swaminathan,70,F,A2
35724,14227,Daksha Nadkarni,49,F,A3
35725,14228,Niharika Dhaliwal,65,M,A1
35726,14228,Wridesh Rege,50,F,A2
35727,14228,David Kamdar,23,M,A3
35728,14229,Abhiram Choudhary,30,F,A1
35729,14229,Krisha Sani,55,M,A2
35730,14230,Chatura Lal,66,M,A1
35731,14231,Aishani Buch,45,M,A1
35732,14231,Urvi Sampath,65,M,A2
35733,14232,Alka Ranganathan,25,M,A1
35734,14233,Isha Suri,39,M,A1
35735,14234,Hemangini Sankaran,30,F,A1
35736,14235,Christopher Sen,68,M,A1
35737,14235,Yamini Gill,49,M,A2
35738,14236,Rachana Choudhary,30,M,A1
35739,14237,Janaki Sethi,58,F,A1
35740,14237,Ekaja Badami,56,M,A2
35741,14237,Eshana Hayre,63,M,A3
35742,14238,Yashica Srivastava,54,M,A1
35743,14238,Neel Kari,51,M,A2
35744,14238,Onkar Sant,60,M,A3
35745,14239,Abhiram Nair,49,M,A1
35746,14239,Alka Issac,41,M,A2
35747,14239,Sai Sama,59,M,A3
35748,14239,Pavani Hans,41,M,A4
35749,14240,Avi Tandon,51,F,A1
35750,14240,Ishanvi Ratta,30,T,A2
35751,14240,Zashil Arya,20,M,A3
35752,14241,Pushti Edwin,28,M,A1
35753,14241,Chanakya Misra,26,M,A2
35754,14242,Urmi Johal,26,M,A1
35755,14242,Harita Chaudhuri,20,F,A2
35756,14242,Omya Guha,56,F,A3
35757,14242,Krish Nadig,33,M,A4
35758,14243,Anjali Bhagat,58,M,A1
35759,14243,Faqid Bhatnagar,38,M,A2
35760,14244,Onkar Trivedi,48,M,A1
35761,14244,Chandresh Subramanian,60,F,A2
35762,14245,Om Parsa,43,M,A1
35763,14245,Brijesh Atwal,61,F,A2
35764,14246,Nilima Dalal,48,M,A1
35765,14247,Thomas Nagarajan,44,M,A1
35766,14248,Thomas Kohli,54,M,A1
35767,14248,Gunbir Gera,68,M,A2
35768,14248,Yatan Bose,47,F,A3
35769,14249,Yadavi Ranganathan,54,F,A1
35770,14249,Jason Kota,64,F,A2
35771,14250,Amrita Bava,22,M,A1
35772,14250,Aishani Khosla,56,M,A2
35773,14250,Gavin Prasad,52,M,A3
35774,14251,Rachit Pall,17,M,A1
35775,14251,Jai Kata,21,F,A2
35776,14251,Wazir Arora,52,F,A3
35777,14251,Eiravati Mitra,35,F,A4
35778,14252,Oeshi Warrior,27,M,A1
35779,14252,Anusha Nair,47,M,A2
35780,14252,Jyoti Majumdar,35,F,A3
35781,14252,Sai Walla,60,M,A4
35782,14253,Omya Kala,48,M,A1
35783,14253,Vedika Swaminathan,27,M,A2
35784,14253,Fariq Chanda,16,M,A3
35785,14253,Dalbir Soni,33,F,A4
35786,14254,Chaitanya Thakur,60,F,A1
35787,14254,Faris Deshpande,59,F,A2
35788,14254,Waida Ramesh,22,M,A3
35789,14254,Panini Yohannan,30,M,A4
35790,14255,Max Dalal,45,M,A1
35791,14255,Gagan Srinivasan,16,F,A2
35792,14256,Sachi Raja,69,M,A1
35793,14256,Anjali Chaudhry,70,M,A2
35794,14257,Jhalak Jha,57,F,A1
35795,14257,Om Dugar,16,F,A2
35796,14257,Balendra Dugar,23,F,A3
35797,14258,Gagan Nadkarni,65,M,A1
35798,14258,Keya Rastogi,54,M,A2
35799,14258,Qadim Hegde,64,F,A3
35800,14259,Chaitanya Munshi,27,M,A1
35801,14259,Ekaraj Tella,52,F,A2
35802,14260,Nakul Kata,30,M,A1
35803,14260,Zansi Konda,16,F,A2
35804,14260,Vedhika Varghese,45,M,A3
35805,14260,Timothy Prashad,22,F,A4
35806,14261,Jairaj Arya,21,F,A1
35807,14262,Madhavi Kannan,26,M,A1
35808,14263,Eiravati Bhatia,38,M,A1
35809,14264,Arin Patel,26,F,A1
35810,14264,Finn Buch,33,M,A2
35811,14265,Yashawini Divan,43,F,A1
35812,14265,Samar Bose,58,M,A2
35813,14266,Joshua Mangat,34,M,A1
35814,14266,Kevin Toor,47,F,A2
35815,14266,Utkarsh Sani,38,M,A3
35816,14267,Urmi Nayar,69,F,A1
35817,14267,Rushil Gokhale,41,M,A2
35818,14268,Panini Nagar,34,M,A1
35819,14268,Aarini Nazareth,66,M,A2
35820,14268,Ridhi Goswami,18,F,A3
35821,14269,Suhani Mannan,35,M,A1
35822,14269,Jasmit Sibal,20,F,A2
35823,14269,Aayush Kala,46,M,A3
35824,14270,Chandresh Dyal,61,M,A1
35825,14270,Raghav Borra,43,M,A2
35826,14270,Bhavani Nori,40,F,A3
35827,14270,Tanmayi Baral,28,F,A4
35828,14271,Yashvi Venkatesh,20,F,A1
35829,14271,Lakshmi Sem,59,M,A2
35830,14272,Turvi Shah,40,M,A1
35831,14273,Ikbal Saini,62,M,A1
35832,14273,Aradhana Sethi,39,M,A2
35833,14273,Saksham Sha,55,M,A3
35834,14273,Zehaan Sood,64,F,A4
35835,14274,Jai Dhillon,21,M,A1
35836,14275,Ekaja Ben,47,F,A1
35837,14275,Tristan Bawa,45,F,A2
35838,14275,Gagan Gokhale,29,M,A3
35839,14275,Eiravati Oommen,26,M,A4
35840,14276,Hemani Nadig,46,M,A1
35841,14276,Jagrati Madan,49,M,A2
35842,14277,Nathaniel Bhasin,18,M,A1
35843,14277,Luke Biswas,16,F,A2
35844,14277,Divya Taneja,68,F,A3
35845,14278,Banjeet Golla,46,M,A1
35846,14278,Kashvi Ranganathan,22,M,A2
35847,14278,Caleb Parikh,21,M,A3
35848,14279,Anusha Garg,43,M,A1
35849,14279,Aishani Sengupta,19,M,A2
35850,14279,Jackson Vohra,60,M,A3
35851,14280,Widisha Randhawa,31,F,A1
