ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
12879,12879,Aishani Bali,64,4,4,1,F
12880,12880,Tejas Memon,34,3,7,4,F
12881,12881,Alexander Golla,56,6,4,2,M
12882,12882,Chaitaly Sama,55,3,7,4,M
12883,12883,Agastya Mani,55,4,6,2,M
12884,12884,Anirudh Manda,52,10,4,1,M
12885,12885,Dayita Handa,49,7,1,1,M
12886,12886,Hiral Handa,55,1,1,1,M
12887,12887,Tristan Saran,55,1,3,4,F
12888,12888,Ronith Anne,34,5,2,5,F
12889,12889,Qushi Kant,38,7,5,4,M
12890,12890,Ayush Soni,52,4,7,4,M
12891,12891,Viraj Gandhi,57,1,2,2,M
12892,12892,Wazir Magar,41,6,6,5,M
12893,12893,Gaurang Mahal,29,7,5,1,M
12894,12894,Amara Minhas,53,7,1,1,M
12895,12895,Dalaja Joshi,29,7,1,2,M
12896,12896,Agastya Gill,75,6,4,2,M
12897,12897,Utkarsh Yadav,28,4,3,3,F
12898,12898,Yagnesh Sawhney,61,2,1,2,M
12899,12899,Pahal Andra,62,4,3,4,F
12900,12900,Janya Nagi,18,5,6,4,M
12901,12901,Irya Dayal,74,2,2,2,F
12902,12902,Alexander Keer,54,9,2,2,F
12903,12903,Nihal Lala,29,7,1,2,M
12904,12904,Sara Oommen,53,7,5,4,M
12905,12905,Yashica Kari,45,2,6,1,M
12906,12906,Sanaya Balakrishnan,43,8,1,5,M
12907,12907,Timothy Nagy,22,9,5,3,F
12908,12908,Omya Bir,38,5,3,1,M
12909,12909,Harini Sankaran,30,2,4,2,M
12910,12910,Bhavini Walia,36,9,5,4,M
12911,12911,Waida Batta,33,8,5,5,M
12912,12912,Warda Tara,47,2,6,2,M
12913,12913,Pallavi Dugal,55,2,1,5,M
12914,12914,Yatan Johal,40,1,1,5,M
12915,12915,Hitesh Tank,72,4,1,1,M
12916,12916,Jacob Uppal,27,5,6,1,M
12917,12917,Unnati Biswas,63,2,3,2,M
12918,12918,Saksham Nayak,41,6,5,2,M
12919,12919,Abdul Sarin,74,6,6,2,M
12920,12920,Quincy Chanda,75,2,2,1,M
12921,12921,Xalak Tripathi,37,10,3,2,F
12922,12922,Tara Magar,55,3,6,1,F
12923,12923,Aadi Dada,52,9,2,3,M
12924,12924,Rayaan Lalla,44,7,3,5,F
12925,12925,Hemangini Dutta,32,10,3,1,M
12926,12926,Andrew Ratta,19,3,5,1,F
12927,12927,Girish Batra,26,5,4,5,F
12928,12928,Eta Kunda,49,8,1,2,M
12929,12929,Manbir Kadakia,23,9,5,3,M
12930,12930,Radhika Venkatesh,45,4,5,1,M
12931,12931,Ronith Gaba,69,3,4,1,F
12932,12932,Harshil Atwal,26,8,7,2,M
12933,12933,Zarna Venkataraman,34,3,1,3,M
12934,12934,Laban Bali,66,6,6,3,M
12935,12935,Tristan Kapoor,35,2,5,5,F
12936,12936,Bina Khurana,39,9,5,4,M
12937,12937,Shivani Sehgal,20,2,3,1,M
12938,12938,Yashasvi Chada,38,6,2,2,F
12939,12939,Daksha Gola,36,1,2,1,M
12940,12940,Jackson Badami,40,10,1,4,M
12941,12941,Deepa Mangat,38,5,5,3,F
12942,12942,Ryan Sidhu,74,4,6,4,F
12943,12943,Dhriti Bains,33,1,4,1,M
12944,12944,Libni Bail,40,7,4,5,M
12945,12945,Jairaj Muni,54,5,1,3,M
12946,12946,Yauvani Ganesan,24,6,5,5,M
12947,12947,Netra Morar,29,5,3,1,M
12948,12948,Radhika Bahl,27,6,3,1,M
12949,12949,Ekani Varghese,39,8,7,4,F
12950,12950,Charvi Sawhney,50,9,6,1,M
12951,12951,Priya Sawhney,56,9,3,5,F
12952,12952,Wridesh Ram,68,8,6,3,F
12953,12953,Sanaya Agarwal,23,2,5,5,M
12954,12954,Meghana Sehgal,35,8,2,1,F
12955,12955,Tanveer Kant,35,8,7,5,F
12956,12956,Unni Batra,42,9,5,2,M
12957,12957,Falan Kumer,64,2,2,4,M
12958,12958,Radha Gulati,64,9,2,2,M
12959,12959,Lavanya Seshadri,68,7,7,2,M
12960,12960,Yahvi Viswanathan,22,4,6,4,F
12961,12961,Libni Bhatti,73,10,6,5,M
12962,12962,Laban Issac,19,5,2,4,F
12963,12963,Zayyan Panchal,41,7,5,2,M
12964,12964,Watika Khosla,42,5,7,5,F
12965,12965,Falak Ganesh,26,5,4,1,M
12966,12966,Ranveer Kaur,34,6,7,5,M
12967,12967,Banjeet Kara,57,10,3,5,M
12968,12968,Kashish Choudhury,34,6,7,4,F
12969,12969,Darsh Som,57,7,3,2,M
12970,12970,Vivaan Ahluwalia,50,2,2,2,F
12971,12971,Xalak Luthra,39,4,3,2,F
12972,12972,Abeer Choudhary,30,8,4,2,F
12973,12973,Bachittar Bhakta,74,10,5,1,F
12974,12974,Anita Bandi,45,7,6,2,M
12975,12975,George Krishnamurthy,52,2,4,2,M
12976,12976,Jacob Bhatia,20,8,5,2,F
12977,12977,Qushi Dash,75,9,2,3,M
12978,12978,Thomas Basu,47,7,5,5,F
12979,12979,Suhani Salvi,71,9,6,4,F
12980,12980,Gayathri Patla,56,6,2,1,T
12981,12981,Vihaan Kapur,38,1,1,5,M
12982,12982,Priya Raja,34,5,5,1,M
12983,12983,Lajita Pai,45,1,3,3,M
12984,12984,Warjas Kumer,22,2,2,2,M
12985,12985,Bhavini Dasgupta,30,1,2,3,M
12986,12986,Yadavi Nadig,21,7,6,4,M
12987,12987,Tamanna Bakshi,42,7,6,4,M
12988,12988,Aditya Jayaraman,34,7,6,4,M
12989,12989,Chaman Ghosh,60,5,7,2,M
12990,12990,Eshana Anne,28,2,1,1,F
12991,12991,Mitesh Kaur,33,10,2,2,M
12992,12992,Yamini Taneja,69,9,7,1,M
12993,12993,Aarnav Thaker,22,1,5,4,M
12994,12994,Chakradhar Krishnamurthy,18,5,4,1,F
12995,12995,Brijesh Prabhakar,39,10,1,2,M
12996,12996,Bina D’Alia,48,2,1,5,F
12997,12997,Osha Tripathi,53,9,4,3,M
12998,12998,Fiyaz Natt,69,7,7,3,M
12999,12999,Parth Bora,43,4,5,5,M
13000,13000,Viraj Wadhwa,36,8,7,4,M
13001,13001,Arjun Parekh,73,7,5,4,M
13002,13002,Kiaan Pal,59,8,6,1,M
13003,13003,Radha Om,50,4,2,3,F
13004,13004,Raghav Balay,73,5,1,2,F
13005,13005,Avni Varma,45,6,2,3,F
13006,13006,Jairaj Jani,59,8,5,3,F
13007,13007,Naveen Mammen,34,4,2,2,M
13008,13008,Faraj Bhargava,37,3,3,2,M
13009,13009,Jason Khosla,21,4,4,2,F
13010,13010,Avni Dass,27,1,6,1,M
13011,13011,Ria Saxena,56,3,2,2,F
13012,13012,Krisha Mishra,70,5,3,3,M
13013,13013,Kala Barad,49,6,4,4,M
13014,13014,Faqid Patel,69,10,5,4,M
13015,13015,Saanvi Guha,43,3,2,1,F
13016,13016,Xalak Ratta,22,2,1,4,M
13017,13017,Jeremiah Mukhopadhyay,22,9,3,1,F
13018,13018,Umang Wagle,33,7,7,3,M
13019,13019,Aarush Ghose,72,9,4,5,M
13020,13020,Shravya Chanda,64,1,7,4,M
13021,13021,Yutika Keer,62,4,4,1,M
13022,13022,Yashvi Tara,45,1,4,3,M
13023,13023,Kashish Sant,64,2,4,5,M
13024,13024,Qarin Date,48,5,4,3,F
13025,13025,Abhimanyu Baria,51,5,1,5,M
13026,13026,Chatura Ratta,65,3,3,5,M
13027,13027,Shravya Goswami,73,10,4,1,M
13028,13028,Siddharth Pall,35,1,4,3,M
13029,13029,Daniel Nigam,47,2,4,2,F
13030,13030,Caleb Barad,30,3,4,2,F
13031,13031,Sudiksha Chandran,70,6,2,1,F
13032,13032,Jagat Patel,33,9,3,3,M
13033,13033,Faraj Nadig,67,7,6,2,F
13034,13034,Devansh Chhabra,29,9,3,3,M
13035,13035,Farhan Mutti,31,6,5,4,F
13036,13036,Warjas Date,75,3,7,5,F
13037,13037,Upma Sampath,54,4,1,1,F
13038,13038,Isha Sheth,52,1,4,4,M
13039,13039,Daniel Nagi,56,10,7,3,M
13040,13040,Kamya Chada,34,8,4,4,M
13041,13041,Krisha Mukherjee,25,2,6,3,F
13042,13042,Chandani Raj,49,4,6,2,M
13043,13043,Wyatt Datta,47,6,2,3,M
13044,13044,Theodore Tella,23,10,4,2,F
13045,13045,Lopa Swamy,56,1,7,3,M
13046,13046,Tamanna Biswas,33,8,7,4,M
13047,13047,Oeshi Mallick,67,2,6,5,M
13048,13048,Nathaniel Lal,57,1,5,2,M
13049,13049,Manan Kadakia,60,8,1,4,M
13050,13050,Vasudha Sengupta,47,7,2,2,F
13051,13051,Ganga Randhawa,55,4,4,2,M
13052,13052,Harini Sangha,70,9,3,2,M
13053,13053,Maanav Raja,75,2,5,4,M
13054,13054,Mitesh Raman,20,7,4,1,F
13055,13055,Pranit Chatterjee,38,4,2,4,M
13056,13056,Arin Sani,63,9,2,3,M
13057,13057,Kritika Joshi,64,10,6,2,F
13058,13058,Ekansh Tella,65,4,6,5,M
13059,13059,Lakshit Anne,28,9,7,2,M
13060,13060,Sachi Ranganathan,58,7,7,4,M
13061,13061,Finn Tak,18,9,3,2,M
13062,13062,Oni Chacko,39,7,4,3,M
13063,13063,Michael Ramachandran,52,10,3,1,M
13064,13064,Arin Grover,67,2,7,5,M
13065,13065,Timothy Dara,31,9,2,5,F
13066,13066,Riya Krishna,71,5,4,2,M
13067,13067,Unni Morar,52,10,1,4,F
13068,13068,Ayaan Lad,61,6,7,5,F
13069,13069,Tarak Mall,20,5,2,1,F
13070,13070,Fiyaz Tak,32,4,2,4,F
13071,13071,Imaran Sandal,30,10,3,3,F
13072,13072,Ekiya Guha,61,7,7,2,F
13073,13073,Imaran Goel,68,3,5,2,M
13074,13074,Gabriel Raval,44,10,5,4,M
13075,13075,Zinal Gaba,54,3,1,3,F
13076,13076,Zansi Balasubramanian,30,1,3,3,M
13077,13077,Dakshesh Hayre,26,4,2,4,F
13078,13078,Ayushman Saini,65,8,2,2,F
13079,13079,Amara Goswami,64,8,1,5,M
13080,13080,Kamala Rout,19,9,5,2,M
13081,13081,Anusha Thakkar,50,4,3,1,F
13082,13082,Jack Mittal,56,8,6,3,F
13083,13083,Lakshmi Dube,20,2,4,2,F
13084,13084,Quincy Kar,48,8,4,3,F
13085,13085,Lohit Narula,61,5,1,3,M
13086,13086,Nitara Lal,54,8,1,4,M
13087,13087,Kalpit Gupta,49,9,6,5,F
13088,13088,Chavvi Bir,44,4,7,1,M
13089,13089,Balendra Vala,27,4,4,4,F
13090,13090,Bahadurjit Balakrishnan,33,7,6,4,F
13091,13091,Matthew More,34,8,6,3,F
13092,13092,Nitara Thakkar,63,3,1,3,F
13093,13093,Bakhshi Sachdev,22,3,7,2,M
13094,13094,Abdul Seshadri,30,1,7,2,M
13095,13095,Yahvi Sarkar,41,8,1,5,M
13096,13096,Manan Dugar,50,5,7,3,M
13097,13097,Sudiksha Sundaram,63,9,7,1,M
13098,13098,Sanaya Hora,18,9,5,1,F
13099,13099,Alexander Prabhu,35,2,1,2,M
13100,13100,Amrita Nath,66,7,1,1,F
13101,13101,Jack Dhingra,50,8,6,2,F
13102,13102,Kai Vyas,57,6,5,1,M
13103,13103,Rudra Narayanan,23,3,1,4,M
13104,13104,Janaki Purohit,53,3,7,5,F
13105,13105,Abhiram Gara,36,3,2,3,F
13106,13106,Meghana Dubey,51,10,4,3,M
13107,13107,Oni Gulati,19,5,7,3,M
13108,13108,Maya Varghese,45,7,4,2,F
13109,13109,Qushi Kunda,53,3,1,4,M
13110,13110,Rishi Batra,54,2,6,3,F
13111,13111,Ekaja Yohannan,25,10,5,1,M
13112,13112,Brijesh Swaminathan,71,8,5,1,F
13113,13113,Harita Arora,21,3,2,3,M
13114,13114,Kala Shroff,35,9,2,5,M
13115,13115,Robert Kumar,66,7,4,2,M
13116,13116,Ladli Bhardwaj,32,9,3,2,M
13117,13117,Samesh Hegde,42,3,6,3,M
13118,13118,Qabil Doctor,49,9,6,5,F
13119,13119,Krish Munshi,41,9,1,5,M
13120,13120,Leela Wadhwa,44,10,7,5,M
13121,13121,Lakshmi Luthra,33,10,2,5,F
13122,13122,Libni Johal,67,4,1,2,M
13123,13123,Amrita Agrawal,59,2,5,5,F
13124,13124,Nachiket Bajwa,67,8,7,2,M
13125,13125,Ranveer Viswanathan,75,1,4,2,M
13126,13126,Nilima Mody,67,7,5,3,M
13127,13127,Anmol Goel,62,5,6,4,M
13128,13128,Frado Mallick,30,10,7,5,M
13129,13129,Jairaj Saha,55,9,2,3,M
13130,13130,Pooja Hans,53,9,7,3,F
13131,13131,Abdul Peri,19,9,5,3,M
13132,13132,Wakeeta Basak,53,9,7,5,M
13133,13133,Zaitra Ram,39,8,6,5,M
13134,13134,Pranit Grover,39,2,3,5,M
13135,13135,Darsh Mannan,66,6,1,3,M
13136,13136,Udarsh Kalita,73,6,5,3,F
13137,13137,Orinder Varghese,24,2,4,5,M
13138,13138,Warhi Gour,21,6,6,5,F
13139,13139,Devansh Grewal,56,10,3,3,M
13140,13140,Wazir Kakar,21,8,6,4,F
13141,13141,Sara Mukherjee,20,3,4,5,M
13142,13142,Warhi Majumdar,69,8,5,1,F
13143,13143,Diya Kalita,75,10,5,1,M
13144,13144,Harita Dua,72,6,4,3,F
13145,13145,Falguni Choudhary,60,8,2,3,M
13146,13146,Chaaya Balay,72,3,2,4,M
13147,13147,Gabriel Sarraf,73,10,2,1,F
13148,13148,Devansh Grewal,64,3,7,3,M
13149,13149,Anvi Raghavan,55,5,6,5,F
13150,13150,Amrita Choudhary,58,5,6,2,M
13151,13151,Yahvi Bhattacharyya,66,5,4,4,M
13152,13152,Lila Puri,34,7,6,1,M
13153,13153,Ekiya Bhavsar,30,2,1,4,F
13154,13154,Hritik Handa,69,8,6,2,M
13155,13155,Oeshi Pal,21,5,2,3,F
13156,13156,Lila Krishna,55,10,4,5,M
13157,13157,Lohit Karpe,40,9,1,5,F
13158,13158,Charan Ramakrishnan,25,4,5,3,F
13159,13159,Vasatika Baria,56,1,2,2,M
13160,13160,Krisha Pant,58,3,2,1,M
13161,13161,Ati Guha,62,1,3,2,F
13162,13162,Tejas Sachdeva,61,8,5,2,M
13163,13163,Nathaniel Deol,19,8,4,5,M
13164,13164,Janya Oza,60,4,2,1,M
13165,13165,Varenya Dixit,18,10,3,1,M
13166,13166,Yash Jhaveri,67,8,1,3,F
13167,13167,Jagvi Krishnamurthy,18,5,7,4,M
13168,13168,Tara Karnik,29,9,3,1,F
13169,13169,Yashvi Lad,25,1,5,4,M
13170,13170,Arjun Mohan,62,4,3,5,F
13171,13171,Anay Munshi,44,1,6,1,M
13172,13172,Naveen Buch,47,2,3,5,M
13173,13173,Advaith Kannan,38,3,3,1,M
13174,13174,Pallavi Sandal,73,9,1,3,M
13175,13175,Rehaan Raval,29,6,5,4,M
13176,13176,Nidhi Subramaniam,51,8,6,1,M
13177,13177,Nitara Lalla,43,7,6,1,M
13178,13178,Anamika Rama,73,3,7,4,M
13179,13179,Jason Deshpande,40,4,7,1,M
13180,13180,Chaitaly Parikh,52,4,2,5,M
13181,13181,Jagat Pandey,55,1,4,1,M
13182,13182,Vaishnavi Goswami,18,2,3,1,M
13183,13183,Oliver Venkataraman,53,10,6,1,M
13184,13184,Neha Tank,37,4,3,4,F
13185,13185,Krisha Nagi,64,7,7,1,M
13186,13186,Eshana Kurian,64,2,3,3,M
13187,13187,Saanvi Bera,21,8,3,2,M
13188,13188,Ati Mander,58,10,2,3,M
13189,13189,Lakshit Mammen,34,7,6,2,M
13190,13190,Zayan Dutt,53,10,5,5,F
13191,13191,Dayamai Bera,21,7,3,5,F
13192,13192,Ekapad Halder,20,10,5,1,F
13193,13193,Tripti Lall,25,5,7,1,F
13194,13194,Aadhya Agrawal,33,5,5,3,F
13195,13195,Guneet Bala,27,4,2,3,M
13196,13196,Samar Gara,28,10,5,5,M
13197,13197,Leena Badal,66,3,3,5,M
13198,13198,Raagini Mani,34,5,3,2,M
13199,13199,Wahab Aggarwal,54,9,3,4,M
13200,13200,Waida Bose,51,9,2,2,F
13201,13201,Vinaya Chaudhuri,67,2,6,5,F
13202,13202,Amol Atwal,18,6,6,2,F
13203,13203,Nathaniel Panchal,29,7,2,5,M
13204,13204,Hredhaan Khare,37,7,6,2,M
13205,13205,Pooja Narasimhan,45,6,7,2,F
13206,13206,Devansh Raghavan,72,5,7,3,M
13207,13207,Jagrati Brar,63,10,5,4,F
13208,13208,Anika Bansal,56,3,5,5,M
13209,13209,Priya Pant,45,9,1,3,F
13210,13210,Sanaya Dalal,41,2,3,5,F
13211,13211,Leela Agate,42,7,2,1,M
13212,13212,Ira Desai,23,2,7,2,M
13213,13213,Shivansh Sandhu,50,4,4,2,M
13214,13214,Adweta Khanna,37,2,3,5,M
13215,13215,Onkar Mani,68,1,3,5,F
13216,13216,Yashica Prasad,56,9,5,3,M
13217,13217,Falguni Mannan,53,3,2,1,M
13218,13218,Ayaan Mammen,37,6,3,2,M
13219,13219,Vasudha Dutta,65,2,1,5,F
13220,13220,Anvi Barad,73,8,2,1,M
13221,13221,Garima Ram,45,9,6,2,F
13222,13222,Nathan Rajagopalan,41,10,6,5,M
13223,13223,Anirudh Vig,49,8,4,2,M
13224,13224,Girik Narasimhan,66,2,1,5,M
13225,13225,Joshua Minhas,48,10,2,2,M
13226,13226,Balhaar Batta,73,1,4,1,M
13227,13227,Arya D’Alia,32,9,4,2,M
13228,13228,Sanya Salvi,18,2,1,1,M
13229,13229,Warinder Dada,40,6,5,1,M
13230,13230,Robert Madan,49,2,1,4,M
13231,13231,Yatan Choudhry,70,2,5,4,M
13232,13232,Bhavini Biswas,19,2,7,1,F
13233,13233,Samuel Sengupta,75,9,5,4,M
13234,13234,Udant Shan,71,5,7,4,M
13235,13235,Chakrika Mitra,20,8,5,2,M
13236,13236,Daksha Varkey,43,6,1,1,F
13237,13237,Aditya Chaudhary,65,8,5,4,M
13238,13238,Rachita Halder,60,9,7,3,M
13239,13239,Qabil Bail,39,9,6,5,F
13240,13240,Gaurang Nayar,74,7,2,2,M
13241,13241,Baghyawati Sagar,38,3,4,5,F
13242,13242,Fariq Dewan,21,6,1,1,F
13243,13243,Lakshit Bandi,52,9,5,1,F
13244,13244,Amara Patla,58,8,5,3,M
13245,13245,Balendra Comar,45,8,2,5,M
13246,13246,Tripti Nair,46,5,3,5,F
13247,13247,Bhavini Varughese,31,5,7,5,F
13248,13248,Arin Mani,66,9,3,1,F
13249,13249,Warda Baria,60,7,7,1,M
13250,13250,Rehaan Bajwa,43,10,4,3,M
13251,13251,Anjali Tella,61,1,2,2,M
13252,13252,Sudiksha Bava,24,2,5,4,M
13253,13253,Isaac Ramachandran,60,1,1,3,M
13254,13254,Mohammed Borra,70,5,1,2,M
13255,13255,Gaurav Nori,59,8,7,5,M
13256,13256,Vidhi Naidu,59,9,5,5,M
13257,13257,Tamanna Keer,25,2,4,3,F
13258,13258,Vritti Bakshi,74,9,5,3,F
13259,13259,Wahab Shetty,42,3,2,4,F
13260,13260,Priya Vig,70,10,2,4,M
13261,13261,Sara Kamdar,57,1,1,1,M
13262,13262,Jai Nadkarni,75,4,6,3,F
13263,13263,Falak Bhatti,61,5,4,5,M
13264,13264,Hemani Uppal,36,4,4,4,F
13265,13265,Sarthak Baral,45,6,2,5,F
13266,13266,Nitara Chanda,67,7,1,5,T
13267,13267,Tarak Mane,50,4,3,4,M
13268,13268,Jonathan Ghose,21,10,1,5,M
13269,13269,Brijesh Dhaliwal,55,2,5,3,M
13270,13270,Bhavika Tailor,49,7,2,3,M
13271,13271,Sarthak Jain,19,9,4,5,M
13272,13272,Chandran Chanda,30,4,3,2,M
13273,13273,Isaac Aggarwal,72,1,5,2,F
13274,13274,Rachita Sura,39,4,3,2,M
13275,13275,Xalak Chandran,37,6,3,1,F
13276,13276,Ira Bobal,49,1,1,3,M
13277,13277,Ekavir Chanda,65,1,5,2,F
13278,13278,Warjas Nagi,64,5,3,5,F
13279,13279,Omya Barad,67,1,2,1,M
13280,13280,Zarna Dube,28,3,6,3,F
13281,13281,Laksh Krishnan,19,6,4,2,M
13282,13282,Janani Palan,20,10,2,5,F
13283,13283,Raagini Gulati,32,5,2,4,M
13284,13284,Chaman Patla,27,2,3,1,F
13285,13285,Bachittar Khurana,47,9,7,2,F
13286,13286,Wridesh Chakraborty,51,7,2,5,M
13287,13287,Dominic Randhawa,33,2,3,5,F
13288,13288,Gaurangi Parekh,44,7,7,4,F
13289,13289,Qabil Wadhwa,25,2,5,5,M
13290,13290,Maanas Jain,30,5,5,1,M
13291,13291,Omkaar Patil,51,9,4,4,M
13292,13292,Dalbir Sood,18,7,2,5,M
13293,13293,Xiti Varma,53,5,4,4,M
13294,13294,Anika Johal,54,5,7,1,M
13295,13295,Widisha Chaudhary,33,1,2,4,F
13296,13296,Kalpit Sabharwal,54,1,7,5,M
13297,13297,Vasatika Issac,74,7,3,5,M
13298,13298,Warda Dar,58,8,4,3,F
13299,13299,Alka Sule,73,3,6,3,M
13300,13300,Bimala Sama,50,5,2,5,M
13301,13301,Abhimanyu Rattan,47,1,5,5,F
13302,13302,Christopher Bakshi,38,9,5,5,F
13303,13303,Omisha Kulkarni,19,1,4,5,M
13304,13304,Nathaniel Aggarwal,37,2,6,4,F
13305,13305,Mahika Chatterjee,49,8,5,4,F
13306,13306,Patrick Kohli,71,4,6,3,M
13307,13307,Hemang Chopra,35,5,3,1,F
13308,13308,Nidra Devan,35,8,3,3,M
13309,13309,Jason Lata,38,8,7,1,M
13310,13310,Nidhi Sawhney,62,9,1,5,F
13311,13311,Eiravati Dhar,51,2,2,3,M
13312,13312,Ansh Muni,42,9,1,1,M
13313,13313,Yashica Dhar,36,2,4,2,M
13314,13314,Ishani Andra,35,3,5,5,F
13315,13315,Lipika Pathak,66,6,4,3,F
13316,13316,Manthan Madan,61,2,6,4,F
13317,13317,Udyati Purohit,58,10,6,2,M
13318,13318,Naveen Ganesan,27,7,4,5,M
13319,13319,Charita Sanghvi,36,8,1,1,M
13320,13320,Aadi Thakkar,64,4,1,5,M
13321,13321,Tanvi Atwal,37,1,3,2,M
13322,13322,Girindra Baria,75,7,3,3,M
13323,13323,Lopa Iyer,44,7,5,5,M
13324,13324,Mitali Dora,42,6,1,5,M
13325,13325,Manya Chauhan,18,7,1,5,M
13326,13326,Umang Arya,33,10,1,2,F
13327,13327,Charvi Jayaraman,71,7,7,4,M
13328,13328,Harsh Mangal,68,6,4,1,M
13329,13329,Veer Mitter,53,6,2,2,F
13330,13330,Lila Madan,28,4,6,4,F
13331,13331,Pratyush Choudhury,73,1,5,2,M
13332,13332,Kai Bassi,63,10,1,4,F
13333,13333,Zayyan Chacko,24,3,7,4,M
13334,13334,Nakul Sahota,26,7,6,5,F
13335,13335,Ojas Pai,40,7,3,4,M
13336,13336,Nilima Bala,53,9,1,4,F
13337,13337,Nandini Randhawa,72,4,7,2,F
13338,13338,Yadavi Bhakta,60,2,5,4,F
13339,13339,Gopal Grover,50,3,1,3,M
13340,13340,Umang Dass,60,8,1,5,M
13341,13341,Andrew Wable,53,6,5,3,M
13342,13342,Adya Chand,65,9,1,3,F
13343,13343,Tanvi Mammen,36,4,6,3,F
13344,13344,Rushil Sagar,72,5,2,4,M
13345,13345,Falguni Rajan,42,1,5,4,M
13346,13346,Inaya Anand,49,10,3,3,M
13347,13347,Radhika Hayer,60,1,4,1,F
13348,13348,Arin Rau,34,1,1,5,M
13349,13349,Qarin Iyer,19,6,5,5,F
13350,13350,Christopher Bhagat,46,7,2,1,M
13351,13351,Ishwar Mital,24,9,4,5,M
13352,13352,Vinaya Taneja,41,2,3,5,M
13353,13353,Vincent Dhawan,24,7,1,3,M
13354,13354,Arjun Sengupta,47,2,1,2,F
13355,13355,Lohit Randhawa,39,1,4,2,M
13356,13356,Kamya Varughese,37,6,1,4,F
13357,13357,Ishani Lanka,73,5,3,3,M
13358,13358,Indira Sandal,46,4,5,1,M
13359,13359,Advaith Deshmukh,42,2,2,3,M
13360,13360,Peter Kant,63,10,6,5,F
13361,13361,Rishi Iyengar,34,5,5,1,M
13362,13362,Xavier Datta,59,3,6,4,F
13363,13363,Onveer Deep,26,2,2,5,M
13364,13364,Lajita Nath,27,8,2,5,M
13365,13365,Baljiwan Suresh,58,2,6,5,M
13366,13366,Samar Grover,44,3,6,1,M
13367,13367,Jalsa Chakraborty,65,10,3,4,F
13368,13368,Isha Bhalla,69,10,3,4,F
13369,13369,Michael Narain,74,4,2,4,M
13370,13370,Abeer Sood,22,7,5,2,M
13371,13371,Fitan Palla,47,2,3,3,F
13372,13372,Upkaar Bajwa,57,2,1,4,F
13373,13373,Hardik Pal,70,5,4,2,M
13374,13374,Irya Kapur,39,6,3,1,M
13375,13375,Manya Singhal,49,9,4,5,M
13376,13376,Vidhi Rama,42,1,4,5,M
13377,13377,Ishwar Chadha,23,5,2,2,M
13378,13378,Tara Ratti,33,2,5,2,F
13379,13379,Luke Raju,49,4,3,3,F
13380,13380,Nachiket Kibe,18,6,5,2,M
13381,13381,Yoshita Sundaram,65,9,2,3,M
13382,13382,Christopher Yadav,43,6,2,4,M
13383,13383,Teerth Rao,35,7,6,1,M
13384,13384,Hemang Dhaliwal,44,5,7,1,F
13385,13385,Yuvraj Misra,35,4,2,3,M
13386,13386,Daksh Sant,61,4,2,4,F
13387,13387,Rudra Balan,64,3,6,2,M
13388,13388,William Bahl,18,8,3,3,M
13389,13389,Caleb Pall,30,8,7,4,F
13390,13390,Pavani Bhattacharyya,58,2,7,2,M
13391,13391,Kala Batta,58,2,4,4,F
13392,13392,Girik Krish,50,6,7,4,M
13393,13393,Kevin Gala,42,5,5,4,M
13394,13394,Fiyaz Ravi,68,10,4,3,M
13395,13395,Harini Dewan,67,1,6,1,F
13396,13396,Bhavika Prabhakar,50,4,3,2,F
13397,13397,Abha Ganguly,54,9,4,2,M
13398,13398,Leela Gola,60,2,3,3,M
13399,13399,Charan Shanker,48,8,3,3,F
13400,13400,Nilima Chand,67,7,6,2,M
13401,13401,Garima Chakraborty,40,3,3,5,F
13402,13402,Yochana Kata,51,10,6,4,M
13403,13403,Hardik Kulkarni,43,6,1,5,F
13404,13404,Jagdish Bobal,46,3,5,3,F
13405,13405,Pallavi Kumer,56,6,3,5,M
13406,13406,Wazir Vyas,31,5,6,2,F
13407,13407,Nachiket Dube,45,9,2,2,M
13408,13408,Christopher Taneja,60,7,2,2,M
13409,13409,Zarna Wason,43,4,4,3,M
13410,13410,Zaitra Raju,38,5,3,4,M
13411,13411,Idika Sant,58,1,4,4,M
13412,13412,Anvi Hari,24,4,4,2,M
13413,13413,Aarini Devan,39,2,2,4,M
13414,13414,Unnati Setty,64,6,3,5,M
13415,13415,Balvan Subramaniam,26,7,7,1,M
13416,13416,Aryan Shan,20,7,3,5,M
13417,13417,Laksh Arya,55,10,4,1,F
13418,13418,Faris Mital,41,1,6,5,M
13419,13419,Bhavini Mahal,73,2,2,5,M
13420,13420,Henry Dalal,67,1,1,5,F
13421,13421,Owen Wagle,34,4,2,2,M
13422,13422,Jasmit Ganesan,43,1,4,5,M
13423,13423,Nitara Date,18,9,7,1,M
13424,13424,Logan Wali,38,2,2,3,M
13425,13425,Qabil Swamy,51,4,6,1,M
13426,13426,Ayush Chand,75,3,3,1,M
13427,13427,Bishakha Devan,54,3,5,2,M
13428,13428,Vasatika Dash,54,1,4,3,F
13429,13429,Charvi Merchant,28,8,1,5,F
13430,13430,Wriddhish Pall,38,2,7,5,M
13431,13431,Ishwar Dugar,57,7,5,4,M
13432,13432,Onkar Rajagopalan,67,7,2,2,F
13433,13433,Bhavini Setty,70,7,1,4,M
13434,13434,Baghyawati Dass,41,10,4,5,M
