VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
16940,8379,Leela Sathe,18,F,0
16941,8380,Barkha Srivastava,4,M,0
16942,8380,Amaira Saraf,14,M,1
16943,8380,Vidhi Kapoor,34,M,0
16944,8381,Hiral Narayanan,26,M,0
16945,8381,Chaitaly Ravel,76,M,0
16946,8381,Falak Dar,11,F,0
16947,8382,Owen Sodhi,17,M,0
16948,8383,Megha Hegde,69,M,0
16949,8383,Robert Shenoy,43,M,0
16950,8383,Yuvraj Devi,13,M,0
16951,8384,Andrew Bandi,75,F,0
16952,8385,Krishna Deep,63,M,0
16953,8385,Tanmayi Toor,44,F,0
16954,8385,Balhaar Upadhyay,24,M,0
16955,8386,Urvashi Ramesh,80,M,0
16956,8386,Ansh Halder,57,M,0
16957,8386,Zayyan Choudhary,47,M,0
16958,8387,Ishaan Konda,58,M,0
16959,8388,Guneet Bumb,62,M,0
16960,8388,Owen Srivastava,22,F,0
16961,8388,Kashish Dayal,43,F,0
16962,8389,Xiti Parsa,38,F,0
16963,8389,Jairaj Bose,85,M,0
16964,8389,Amol Chakrabarti,63,M,0
16965,8390,Abhiram Bhandari,61,F,0
16966,8390,Fiyaz Talwar,28,F,0
16967,8391,Chaman Menon,11,F,0
16968,8391,Yauvani Amble,43,F,0
16969,8392,Aarnav Memon,65,F,0
16970,8392,Xiti Bala,9,M,0
16971,8393,Krishna Sheth,21,M,0
16972,8394,Bishakha Lata,6,F,0
16973,8394,Chanakya Halder,84,M,0
16974,8395,Unnati Lala,80,M,0
16975,8395,Tarak Sen,84,M,0
16976,8395,Bimala Apte,31,F,0
16977,8396,Ayush Kale,55,M,0
16978,8396,Banjeet Rana,35,M,0
16979,8397,Kabir Bedi,45,M,0
16980,8397,Yasti Tata,5,M,0
16981,8397,Lucky Jha,67,F,0
16982,8398,Samuel Soman,35,M,0
16983,8399,Wakeeta Khalsa,9,T,0
16984,8400,Yatin Venkataraman,36,M,0
16985,8400,Nihal Mandal,30,F,0
16986,8400,Yashodhara Guha,52,M,0
16987,8401,Azaan Thakur,36,F,0
16988,8401,Omisha Balan,16,M,0
16989,8402,Megha Kothari,43,M,0
16990,8402,Mugdha Krishnamurthy,72,F,0
16991,8402,Teerth Zacharia,33,M,0
16992,8403,Faras Bhatnagar,36,F,0
16993,8404,Diya Narayan,61,M,0
16994,8405,Ojas Jhaveri,55,M,0
16995,8406,Raksha Saxena,76,M,0
16996,8407,Ekavir Kalita,75,M,0
16997,8408,Varsha Gokhale,43,F,0
16998,8408,Chandresh Kala,17,M,0
16999,8408,Yochana Pingle,26,F,0
17000,8409,Fiyaz Ganesh,43,F,0
17001,8409,Manbir Prabhu,24,M,0
17002,8409,Daniel Sachdeva,80,F,0
17003,8410,Janya Reddy,15,F,0
17004,8411,Rishi Sathe,43,F,0
17005,8411,Henry More,82,M,0
17006,8411,Ayushman Modi,35,M,0
17007,8412,Arin Soman,54,F,0
17008,8413,Ishwar Contractor,14,M,0
17009,8413,Yug Dara,69,M,0
17010,8414,Ethan Pandit,42,M,0
17011,8414,Balhaar Behl,69,M,1
17012,8415,Upkaar Sandal,81,F,0
17013,8416,Anamika Pant,19,M,0
17014,8416,Nathan Tripathi,76,M,0
17015,8416,Raagini Kanda,28,M,0
17016,8417,Yashoda Rau,5,M,0
17017,8417,Damyanti Nagarajan,17,F,0
17018,8418,Charvi Cheema,82,F,0
17019,8418,Advay Ranganathan,23,F,0
17020,8418,Dipta Majumdar,51,M,0
17021,8419,Vyanjana Varghese,60,M,0
17022,8419,Kamala Deshpande,34,F,0
17023,8420,Chaitaly Sachdev,29,M,0
17024,8420,Banjeet Ramakrishnan,65,M,0
17025,8420,Lajita D’Alia,83,M,0
17026,8421,Noah Ram,22,M,0
17027,8422,Kevin Chand,22,F,0
17028,8423,Gopal Mallick,41,M,0
17029,8423,Maanav Khatri,44,M,0
17030,8423,Megha Bhatt,67,M,0
17031,8424,Aadi Seth,37,F,0
17032,8425,Falan Dani,45,F,0
17033,8425,Gautam Rout,85,M,0
17034,8425,Fitan Roy,40,F,0
17035,8426,Elijah Chowdhury,33,F,0
17036,8427,Vasatika Mandal,12,M,0
17037,8427,Gaurang Gour,59,M,0
17038,8427,Mason Lall,72,M,0
17039,8428,Urishilla Pradhan,74,M,0
17040,8429,Bhavani Biswas,60,F,0
17041,8429,Jagdish Wali,47,M,0
17042,8430,Yashawini Mandal,11,M,0
17043,8430,Hemani Aggarwal,17,M,0
17044,8430,Fariq Venkatesh,62,F,0
17045,8431,Radha Narasimhan,19,M,0
17046,8431,Vasatika Pandit,61,F,0
17047,8431,Triveni Dhaliwal,29,M,0
17048,8432,Anamika Ganesan,61,M,0
17049,8433,Tanvi Rattan,45,M,0
17050,8433,Keya Pall,4,M,0
17051,8433,Yash Dash,32,M,0
17052,8434,Anamika Balakrishnan,5,M,0
17053,8435,Utkarsh Sridhar,38,M,0
17054,8436,Geetika Khalsa,65,M,0
17055,8436,Xiti Tak,70,M,0
17056,8437,Maanav Tripathi,17,F,0
17057,8438,Zayyan Pillay,62,F,0
17058,8439,Ekansh Chakraborty,79,F,0
17059,8439,Abha Bhagat,34,F,0
17060,8439,Raksha Goel,75,M,0
17061,8440,Jai Patla,33,M,0
17062,8441,Jeet Choudhry,42,F,0
17063,8442,Waida Saraf,59,F,0
17064,8442,Gaurika Narayan,8,M,0
17065,8442,Jonathan Aggarwal,79,F,0
17066,8443,Wishi Anne,61,F,0
17067,8444,Avni Nanda,37,M,0
17068,8444,Veer Sachdeva,62,F,0
17069,8444,Lohit Dugal,13,M,0
17070,8445,Reva Chawla,44,M,0
17071,8446,Adya Date,33,F,0
17072,8446,Vritti Sandal,36,F,0
17073,8446,Ryan Bassi,25,M,0
17074,8447,Vyanjana Kota,70,M,0
17075,8447,Jack Datta,69,M,0
17076,8448,Sneha Chawla,48,M,0
17077,8448,Anjali Sengupta,39,F,0
17078,8449,Atharv Edwin,51,M,1
17079,8449,Dakshesh Raj,6,M,0
17080,8450,Widisha Hayer,30,M,0
17081,8450,Neha Wason,16,F,0
17082,8450,Kevin Madan,13,M,0
17083,8451,Chandani Kurian,60,M,0
17084,8451,Pushti Singhal,13,M,0
17085,8451,Vedika Dayal,60,M,0
17086,8452,Samaksh Seshadri,58,F,0
17087,8453,Manbir Dass,15,M,0
17088,8454,Bhavika Kaul,6,M,0
17089,8455,Wakeeta Konda,48,M,0
17090,8455,Alka Kata,81,F,0
17091,8455,Zarna Sheth,50,M,0
17092,8456,Darika Dara,60,M,0
17093,8456,Shivani Swaminathan,76,F,0
17094,8457,Abeer Banik,62,M,0
17095,8457,Lavanya Kannan,61,F,0
17096,8457,Harinakshi Sangha,32,M,1
17097,8458,Fariq Konda,59,M,0
17098,8459,Aarini Doctor,5,M,0
17099,8459,Nihal Lal,56,F,0
17100,8460,Udarsh Bhasin,83,F,0
17101,8461,Manthan Prabhakar,25,M,0
17102,8461,Xalak Chaudhuri,20,M,0
17103,8462,Hamsini Sen,44,M,0
17104,8462,Urishilla Palla,2,M,0
17105,8463,Udyati Sama,46,M,0
17106,8464,Ethan Padmanabhan,78,M,0
17107,8464,Neel Barad,58,M,0
17108,8465,Gabriel Dube,75,M,0
17109,8465,Nicholas Memon,50,F,0
17110,8466,David Dixit,22,T,0
17111,8466,Ishanvi Samra,12,F,0
17112,8466,Warhi Dugar,39,M,0
17113,8467,Rushil Sankar,49,M,0
17114,8467,Rachana Raval,54,F,0
17115,8468,Samesh Gandhi,79,T,0
17116,8469,Harini Swamy,40,M,0
17117,8470,Simon Kari,46,F,0
17118,8470,Pahal Nair,55,M,0
17119,8471,Nilima Kumar,44,M,0
17120,8471,Laksh Badami,34,F,0
17121,8471,Ishaan Deshpande,29,F,0
17122,8472,Vinaya Mangal,1,F,0
17123,8472,Ojasvi Reddy,38,M,0
17124,8472,Bishakha Dora,81,F,0
17125,8473,Gagan Balay,12,F,0
17126,8473,Pavani Gole,72,M,0
17127,8473,Vivaan Chaudry,3,M,0
17128,8474,Sudiksha Bhardwaj,57,F,0
17129,8474,Alka Loyal,15,M,0
17130,8474,William Ravel,69,F,0
17131,8475,Manan Mohan,29,F,0
17132,8476,Wazir Gopal,59,F,0
17133,8477,Ekantika Naidu,31,F,0
17134,8478,Mekhala Bandi,23,F,1
17135,8478,Gautami Mand,59,F,0
17136,8479,Gaurav Borra,17,M,0
17137,8479,Hamsini Swaminathan,7,F,0
17138,8480,Thomas Narula,27,M,0
17139,8481,Kalpit Bawa,65,M,0
17140,8482,Oviya Dhillon,47,M,0
17141,8483,Andrew Virk,84,F,0
17142,8483,Kamala Patla,13,M,0
17143,8484,Jacob Barad,39,M,0
17144,8484,Amaira Chowdhury,73,M,0
17145,8484,Gaurangi Arora,36,F,0
17146,8485,Naksh Chaudhry,56,M,0
17147,8486,Vedika Suri,45,F,0
17148,8486,Yochana Srinivasan,41,M,0
17149,8486,Wyatt Rout,68,M,0
17150,8487,Bhavna Doctor,69,F,0
17151,8488,Raksha Agate,67,F,0
17152,8488,Jatin Bakshi,64,M,0
17153,8489,Widisha Varma,12,M,0
17154,8489,Ishita Oak,83,M,0
17155,8489,Raksha Suresh,10,M,0
17156,8490,Faras Konda,57,F,0
17157,8490,Kamya Banik,75,F,0
17158,8491,Qadim Memon,69,M,0
17159,8491,Indrajit Setty,73,F,0
17160,8491,Amruta Ahuja,13,F,0
17161,8492,Vrishti Tiwari,14,M,0
17162,8492,Ishwar Deo,63,M,0
17163,8492,Dhruv Nadkarni,26,F,0
17164,8493,Ira Boase,34,F,0
17165,8493,Avni Dash,79,M,0
17166,8494,Nathaniel Mani,7,M,0
17167,8495,Ekaja Chawla,48,M,0
17168,8495,Tanmayi Padmanabhan,6,F,0
17169,8495,Rajata Saha,37,F,0
17170,8496,Faraj Gaba,45,F,0
17171,8496,Vyanjana Suresh,49,M,0
17172,8496,Maanas Badami,10,F,0
17173,8497,Tamanna Randhawa,51,M,0
17174,8497,Akshay Yohannan,4,M,0
17175,8498,Azaan Kale,31,M,0
17176,8498,Sudiksha Madan,37,F,0
17177,8499,Indira Rajagopalan,54,F,0
17178,8499,Ranbir Chawla,70,M,0
17179,8499,Indrajit Wason,20,M,0
17180,8500,Aarush Reddy,81,F,0
17181,8500,Daniel Chada,17,F,0
17182,8501,Shaurya Loke,9,F,0
17183,8501,Utkarsh Khanna,31,M,0
17184,8501,Qasim Prabhakar,15,F,0
17185,8502,Baghyawati Lad,7,F,0
17186,8502,Kiaan Wason,37,M,0
17187,8502,Zarna Chaudhry,64,F,0
17188,8503,Harinakshi Dara,2,M,0
17189,8504,Avi Puri,2,M,0
17190,8504,Aarush Divan,25,M,0
17191,8504,Harshil Raghavan,69,F,0
17192,8505,Sudiksha Wali,10,F,0
17193,8505,Rachita Shukla,55,M,0
17194,8505,Varenya Bhalla,20,M,0
17195,8506,Warda Verma,11,F,0
17196,8507,Ronith Mane,83,M,0
17197,8508,Krishna Kari,52,F,0
17198,8508,Faris Tripathi,7,M,0
17199,8509,Abhimanyu Chatterjee,50,M,0
17200,8509,Advik Rau,47,M,0
17201,8510,Anirudh Chada,21,F,0
17202,8510,Upasna Goel,17,M,0
17203,8511,Zaitra Nigam,44,F,1
17204,8511,Ubika Buch,73,M,0
17205,8511,Warjas Sathe,12,M,0
17206,8512,Yochana Peri,65,M,0
17207,8513,Varsha Shere,48,M,0
17208,8514,Harini Mohan,53,M,0
17209,8515,Wridesh Shroff,10,M,0
17210,8516,Champak Vyas,16,M,0
17211,8516,Edhitha Dave,31,F,0
17212,8516,Darpan Prabhakar,18,F,0
17213,8517,Krishna Mangal,21,M,0
17214,8517,Onkar Pau,64,M,0
17215,8517,Farhan Batta,69,M,0
17216,8518,Ranveer Ramakrishnan,64,M,0
17217,8518,Kamala Jaggi,81,F,0
17218,8519,Ekanta Mittal,13,F,0
17219,8519,Oeshi Bali,55,F,0
17220,8520,Yahvi Bhalla,56,F,0
17221,8520,Dipta Patil,81,M,0
17222,8520,Zayan Deol,31,M,0
17223,8521,Falan Sankar,15,M,0
17224,8521,Kabir Chaudhry,68,M,0
17225,8521,Harish Ghose,54,F,0
17226,8522,Hardik Dugal,12,M,0
17227,8522,Gaurang Chandran,30,M,0
17228,8522,Xiti Wable,64,M,0
17229,8523,Hardik Naidu,42,F,0
17230,8524,Ekiya Kakar,5,F,0
17231,8524,Nilima Bhat,46,M,0
17232,8525,Laksh Sanghvi,75,M,0
17233,8525,Krishna Mangal,47,M,0
17234,8525,Mohini Som,40,F,0
17235,8526,Gaurang Balakrishnan,77,M,0
17236,8526,Falak Verma,76,M,0
17237,8527,Aarush Atwal,9,F,0
17238,8527,Shravya Trivedi,1,M,0
17239,8528,Yuvraj Salvi,8,F,0
17240,8528,Idika Chander,28,M,0
17241,8528,Bina Issac,11,F,0
17242,8529,Krish Dewan,40,F,0
17243,8529,Prisha Dhaliwal,52,F,0
17244,8529,Brinda Saxena,39,M,0
17245,8530,Bhavini Atwal,43,F,0
17246,8530,Abeer Pall,8,M,0
17247,8530,Saanvi Chad,48,M,0
17248,8531,Chatresh Ratta,66,F,0
17249,8531,Ishaan Kata,79,M,0
17250,8531,Veer Narayanan,4,M,0
17251,8532,Logan Saha,2,M,0
17252,8533,Aarush Chakraborty,75,F,0
17253,8533,Timothy Rout,38,F,0
17254,8533,Vihaan Chatterjee,12,M,0
17255,8534,Mitali Hegde,64,M,0
17256,8535,Devika Walla,59,M,0
17257,8535,Leela Dhar,45,M,0
17258,8536,Lucky Ganesh,9,M,0
17259,8537,Anika Gade,7,M,0
17260,8537,Nidra Pradhan,19,M,0
17261,8538,Chaaya Sarraf,2,F,0
17262,8539,David Savant,52,F,0
17263,8539,Ranbir Parikh,42,M,0
17264,8540,Lopa Acharya,51,F,0
17265,8541,Ekalinga Dugar,51,M,0
17266,8541,Anmol Lata,72,M,0
17267,8541,Wyatt Krishna,79,M,0
17268,8542,Devika Panchal,9,M,0
17269,8542,Darika Dora,79,M,0
17270,8543,Vrishti Borah,37,M,0
17271,8543,Darika Lata,7,F,0
17272,8544,Fariq Puri,73,M,0
17273,8544,Balhaar Karpe,16,M,0
17274,8545,Xiti Bava,70,M,0
17275,8546,Chakrika Mahajan,14,M,0
17276,8546,Maya Garg,26,M,0
17277,8547,Chaman Korpal,35,F,0
17278,8547,Vinaya Bhargava,66,F,0
17279,8547,Forum Pandya,76,F,0
17280,8548,Yashodhara Venkataraman,32,M,0
17281,8548,Kashvi Viswanathan,83,F,0
17282,8548,Robert Lall,24,M,0
17283,8549,Ayush Raval,52,M,0
17284,8549,Sanaya Sabharwal,15,M,0
17285,8549,Ekaja Hayer,11,M,0
17286,8550,Mekhala Nath,59,F,0
17287,8550,Aashi Mohan,58,M,0
17288,8550,Amol Natt,67,F,0
17289,8551,Harinakshi Sagar,75,F,0
17290,8551,Reva Biswas,19,M,0
17291,8551,Libni Karan,7,M,0
17292,8552,Ishaan Dugal,75,M,0
17293,8553,Nicholas Anand,32,M,0
17294,8553,Tamanna Chander,30,F,0
17295,8553,Yuvraj Lala,76,M,0
17296,8554,Zilmil Sahni,82,F,0
17297,8555,Vedika Puri,41,M,0
17298,8555,Ansh Magar,79,T,0
17299,8556,Tanish Varma,68,F,0
17300,8556,Tejas Anne,19,M,0
17301,8556,Ira Sekhon,18,M,0
17302,8557,Garima Sankar,81,M,0
17303,8558,Chameli Chandran,38,F,0
17304,8558,Mekhala Parsa,58,M,0
17305,8558,Arin Uppal,11,F,0
17306,8559,Nitesh Tara,12,M,0
17307,8559,Anika Kothari,14,F,0
17308,8559,Kevin Amble,54,M,0
17309,8560,Lucky Rana,26,M,0
17310,8560,Harish Dhillon,32,M,0
17311,8561,Maanav Dua,59,F,0
17312,8562,Oviya Zachariah,16,M,0
17313,8563,Ojas Sawhney,15,F,0
17314,8563,Barkha Andra,67,M,0
17315,8564,Chanakya Sood,55,M,0
17316,8564,Jeevika More,70,M,0
17317,8565,Januja Pandey,76,M,0
17318,8565,Bhavna Kant,80,F,0
17319,8566,Rishi Thaman,59,M,0
17320,8566,Odika Mani,51,M,0
17321,8567,Ekani Lanka,83,M,0
17322,8568,Ekaraj Walia,7,F,0
17323,8568,Kritika Anne,10,M,0
17324,8569,Hema Bajwa,2,F,0
17325,8569,Kala Khare,53,M,0
17326,8569,Adweta Nair,35,M,0
17327,8570,Brijesh Doctor,13,M,0
17328,8570,Vamakshi Kara,20,F,0
17329,8570,Jacob Gala,39,F,0
17330,8571,Mekhala Kurian,81,M,0
17331,8572,Anusha Morar,40,T,0
17332,8572,Niharika Borra,42,F,0
17333,8572,Shravya Toor,5,M,0
17334,8573,Lakshmi Loke,82,M,0
17335,8573,Aahana Wali,85,M,0
17336,8574,Chanakya Bains,49,F,0
17337,8574,Balendra Mitra,84,F,0
17338,8574,Krisha Chhabra,31,F,0
17339,8575,Manthan Malhotra,66,M,0
17340,8575,Ekiya Chatterjee,24,M,0
17341,8575,Maanas Mani,2,M,0
17342,8576,Dipta Nigam,63,F,0
17343,8576,Rishi Balay,37,F,0
17344,8576,Anamika Varma,75,F,0
17345,8577,Tarak Thaker,2,M,0
17346,8577,Raksha Upadhyay,71,F,0
17347,8578,Shivani Gopal,14,M,0
17348,8579,Varsha Kakar,1,F,0
17349,8579,Harita Chopra,74,F,0
17350,8580,Tarak Mall,6,F,0
17351,8580,Aarini Badal,1,M,0
17352,8581,Owen Aurora,49,M,0
17353,8582,Turvi Naik,52,F,0
17354,8582,Yadavi Kala,20,M,0
17355,8583,Yug Narayan,22,M,0
17356,8584,Dhruv Seth,14,F,0
17357,8585,Jeremiah Joshi,84,F,0
17358,8585,Turvi Walla,27,F,0
17359,8586,Owen Sarin,3,M,0
17360,8586,Samarth Dhar,50,M,0
17361,8586,Lakshit Kuruvilla,84,M,0
17362,8587,Warjas Samra,14,M,0
17363,8587,Ekaja Kant,1,F,0
17364,8587,Anirudh Banik,68,M,0
17365,8588,Ekiya Kothari,74,M,0
17366,8588,Urvashi Lall,35,M,0
17367,8588,Azaan Bail,9,M,0
17368,8589,Aarna Thakur,71,F,0
17369,8589,Nimrat Shanker,66,F,0
17370,8590,Advika Sampath,84,M,0
17371,8591,Anika Grewal,67,F,0
17372,8592,Logan Chanda,19,F,0
17373,8593,Amruta Krishna,63,M,0
17374,8593,Charita Saran,2,M,0
17375,8594,Ekantika Bhargava,4,M,0
17376,8594,Nathaniel Som,18,M,0
17377,8594,Ladli Bhargava,83,M,0
17378,8595,Yatin Singhal,79,M,0
17379,8595,Amara Vala,56,M,0
17380,8595,Manbir Vala,82,F,0
17381,8596,Wyatt Babu,22,M,0
17382,8596,Eta Krishnan,15,M,0
17383,8596,Ryan Narasimhan,18,M,0
17384,8597,Devika Virk,42,M,0
17385,8598,Upkaar Shanker,27,M,0
17386,8599,Nidhi Gera,30,M,0
17387,8599,Wahab Srinivas,41,F,0
17388,8599,Lipika Behl,71,M,0
17389,8600,Aishani Chhabra,44,F,0
17390,8600,Vansha Pau,77,F,0
17391,8601,Alka Amble,78,M,0
17392,8601,Triya Dixit,6,M,0
17393,8602,Deepa Khare,44,F,0
17394,8602,Jalsa Merchant,30,M,0
17395,8602,Yochana Sachdev,76,M,0
17396,8603,Advay Natt,37,F,0
17397,8603,Girik Bhat,40,F,0
17398,8603,Harrison Walia,36,F,0
17399,8604,Triveni Madan,76,F,0
17400,8604,Nidra Bhat,16,M,0
17401,8605,Neelima Kalita,21,M,0
17402,8606,Samesh Narayan,82,M,0
17403,8607,Ekaja Sankaran,62,F,0
17404,8607,Tejas Vohra,15,M,0
17405,8607,Raghav Jayaraman,72,F,0
17406,8608,Unni Kalita,55,F,0
17407,8608,Tarak Oommen,55,M,0
17408,8608,Kashish Golla,20,M,0
17409,8609,Manbir Palla,65,M,0
17410,8609,Logan Mani,53,F,0
17411,8609,Jeremiah Khurana,64,M,0
17412,8610,Balhaar Rai,70,F,0
17413,8611,Isaiah Kalla,30,M,0
17414,8611,Suhani Jaggi,21,M,1
17415,8612,Zehaan Ravel,44,M,0
17416,8612,Raagini Soman,65,M,0
17417,8612,Shivansh Verma,1,M,0
17418,8613,Tamanna Ravel,69,M,0
17419,8614,Reva Shah,13,M,0
17420,8614,Simon Mangal,17,M,0
17421,8614,Neha Gulati,63,M,0
17422,8615,Aarav Basak,43,F,0
17423,8615,Vivaan Morar,41,M,0
17424,8616,Omisha Bail,53,F,0
17425,8617,Chakradev Pillay,26,M,0
17426,8617,Qasim Vyas,79,M,0
17427,8618,Victor Varty,7,M,0
17428,8618,Nachiket Tak,52,M,0
17429,8619,Thomas Bajaj,39,F,0
17430,8619,Ekantika Naik,38,F,0
17431,8620,Urvi Magar,54,M,0
17432,8620,Gaurav Tailor,83,M,0
17433,8620,Teerth Kara,72,F,0
17434,8621,Siya Johal,32,M,0
17435,8621,Adya Buch,83,F,0
17436,8622,Ikbal Ravi,71,M,0
17437,8623,Vritti Balasubramanian,65,M,0
17438,8623,Qasim Sarin,56,M,0
17439,8624,Rishi Subramanian,75,F,0
17440,8624,Faqid Narain,82,M,0
17441,8625,Ekbal Borah,66,M,0
17442,8626,Pooja Ranganathan,66,F,0
17443,8626,Yutika Bera,76,F,0
17444,8627,Janya Nagar,7,F,0
17445,8628,Nimrat Karan,47,M,0
17446,8628,Lohit Soni,76,M,0
17447,8629,Edhitha Kapoor,61,M,0
17448,8630,Ucchal Sandhu,6,M,0
17449,8630,Irya Mander,16,F,0
17450,8631,Tejas Acharya,73,T,0
17451,8632,Janya Chawla,51,M,0
17452,8632,Mason Viswanathan,64,M,0
17453,8633,Ekiya Parikh,14,M,0
17454,8633,Aadhya Saraf,21,F,0
17455,8633,Omkaar Kala,84,M,0
17456,8634,Nimrat Merchant,47,M,0
17457,8635,Robert Khatri,33,M,0
17458,8635,Aadi Biswas,27,F,0
17459,8636,Ojasvi Deshmukh,32,M,0
17460,8636,Tara Kala,37,M,0
17461,8637,Amrita Mangat,74,M,0
17462,8637,Veer Kakar,25,F,0
17463,8638,Manya Vala,71,F,0
17464,8638,Kamya Sarkar,44,F,0
17465,8639,Ayushman Chaudhary,83,M,0
17466,8639,Aarna Pandya,39,M,0
17467,8639,Siddharth Nadig,41,M,0
17468,8640,Ganga Bail,70,F,0
17469,8640,George Bhavsar,11,F,0
17470,8641,Rishi Balan,60,M,0
17471,8641,Waida Sehgal,14,F,0
17472,8641,Jonathan Ram,17,M,0
17473,8642,Tripti Bawa,52,M,0
17474,8643,Balveer Varghese,29,M,0
17475,8644,Ekantika Chandra,47,F,0
17476,8644,Jatin Keer,82,F,0
17477,8645,Vyanjana Issac,17,M,0
17478,8646,Niharika Merchant,76,M,0
17479,8647,Charita Chaudhry,55,F,0
17480,8647,Gunbir Koshy,25,M,0
17481,8647,Ganga Mangal,50,M,0
17482,8648,Falguni Prabhu,68,F,0
17483,8649,Abhiram Krishna,35,M,0
17484,8650,Rajata Edwin,82,M,0
17485,8650,Amol Goel,53,M,0
17486,8651,Abhiram Pai,12,M,0
17487,8651,Unni Deshmukh,55,M,0
17488,8652,Libni Singhal,51,F,0
17489,8652,Viraj Tara,54,F,0
17490,8652,Jasmit Mannan,19,M,0
17491,8653,Tristan Thaman,52,F,1
17492,8653,Triveni Mannan,66,M,0
17493,8653,Ekapad Mittal,80,F,0
17494,8654,Udyati Loke,52,M,0
17495,8654,Pranav Prakash,58,M,0
17496,8655,Tripti Verma,82,M,0
17497,8656,Gautam Borde,40,M,0
17498,8657,Qarin Chana,29,M,0
17499,8657,Udant Gala,54,F,0
17500,8657,Anay Bhasin,26,F,0
17501,8658,Dipta Deep,26,M,0
17502,8658,Lakshmi Anand,74,F,0
17503,8659,Raagini Kapoor,7,F,0
17504,8659,Sara Oommen,85,F,0
17505,8659,Simon Tank,18,F,0
17506,8660,Chakradhar Chakraborty,18,F,0
17507,8660,Andrew Ravi,80,M,0
17508,8660,Gabriel Din,19,F,0
17509,8661,Oni Sagar,41,F,0
17510,8661,Maanav Pant,49,M,0
17511,8661,Anvi Bora,51,M,0
17512,8662,Nidra Vala,43,M,0
17513,8662,Shaurya Soni,17,M,0
17514,8663,Bakhshi Hora,48,M,0
17515,8663,Kashish Arya,27,F,0
17516,8663,Ucchal Mangat,84,F,0
17517,8664,Anya Misra,15,M,0
17518,8664,Kai Walla,37,M,1
17519,8665,Radha Kamdar,18,F,0
17520,8666,Kashish Ranganathan,11,M,0
17521,8666,Zansi Vora,76,M,0
17522,8667,Ekbal Sha,13,F,0
17523,8667,Dev Gulati,19,M,0
17524,8667,Nikita Peri,42,F,0
17525,8668,Siya Arora,84,M,0
17526,8668,Robert Kadakia,18,M,0
17527,8669,Krisha Peri,60,M,0
17528,8669,Ikshita Patel,82,T,0
17529,8670,Hemani Behl,24,F,0
17530,8670,Lila Pandit,37,F,0
17531,8670,Alka Suresh,53,F,0
17532,8671,Qarin Goel,22,M,0
17533,8672,Chatresh Madan,40,M,0
17534,8672,Yutika Johal,3,M,0
17535,8672,Balvan Bhattacharyya,57,F,0
17536,8673,Kevin Bahri,64,M,0
17537,8674,Bhanumati Biswas,22,F,0
17538,8674,Qadim Bumb,2,M,0
17539,8675,Gautami Kibe,21,M,0
17540,8676,Bhavika Lad,74,F,0
17541,8676,Nirja Iyer,37,F,0
17542,8677,Eesha Atwal,21,M,0
17543,8677,Isaiah Nadkarni,62,F,0
17544,8678,Anita Virk,53,M,0
17545,8678,Harrison Parikh,48,M,0
17546,8678,Aayush Aurora,72,F,0
17547,8679,Eshana Varghese,34,F,0
17548,8680,Robert Shan,79,F,0
17549,8680,Onveer Kaul,71,F,0
17550,8681,Ikbal Krishnan,35,M,0
17551,8682,Samarth Bajwa,56,M,0
17552,8683,Jairaj Kata,52,F,0
17553,8683,Manbir Narayanan,56,F,0
17554,8683,Priya Chaudhary,68,T,0
17555,8684,Raagini Dalal,63,F,0
17556,8684,Chandani Dara,42,F,0
17557,8684,Ikshita Bhat,73,F,0
17558,8685,Fariq Memon,42,M,0
17559,8686,Fariq Sheth,17,F,0
17560,8686,Rushil Hari,49,F,0
17561,8686,Abhiram Choudhary,51,F,0
17562,8687,Vansha Rajan,17,M,0
17563,8688,Lopa Karnik,81,M,0
17564,8689,Hema Johal,79,M,0
17565,8690,Edhitha Thaker,84,M,0
17566,8690,Sachi Rai,74,M,0
17567,8690,Alka Zacharia,80,M,0
17568,8691,Mahika Rajan,42,M,0
17569,8691,Gaurika Nanda,67,F,0
17570,8691,Jai Dhawan,53,M,0
17571,8692,Adya Ramesh,23,M,0
17572,8693,Arjun Guha,33,M,0
17573,8694,Arjun Bhat,83,M,0
17574,8694,Vrishti Handa,8,M,0
17575,8694,Januja Bhavsar,76,F,0
17576,8695,Saksham Dalal,50,M,0
17577,8695,Yoshita Dua,61,M,0
17578,8695,Tamanna Johal,49,M,0
17579,8696,Anjali Nath,5,F,0
17580,8697,Amol Bajaj,25,F,0
17581,8698,Balendra Sahni,42,F,0
17582,8698,Faris Gokhale,80,M,0
17583,8699,Aahana Bhardwaj,27,M,0
17584,8699,Amruta Sengupta,51,F,0
17585,8700,Ayushman Sani,44,M,0
17586,8701,Guneet Narula,8,F,0
17587,8701,Pratyush Parikh,2,M,0
17588,8702,Praneel Dubey,5,M,0
17589,8703,Praneel Basak,36,F,0
17590,8704,Yahvi Varughese,23,F,0
17591,8704,Joshua Ahuja,59,M,0
17592,8704,Aachal Sem,70,F,0
17593,8705,Barkha Gola,78,F,0
17594,8706,Indali Chaudhry,38,M,0
17595,8706,Caleb Khalsa,54,M,0
17596,8706,Kalpit Pandey,74,M,0
17597,8707,Isaac Sane,23,M,0
17598,8707,Meghana Sarin,13,M,0
17599,8707,Yahvi Desai,1,F,0
17600,8708,Dayita Mane,30,M,0
17601,8708,Nikita Pillay,12,M,0
