AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
695,290,Siya Barman,59,M,A1
696,290,Ucchal Mann,36,M,A2
697,291,Charita Chakraborty,24,F,A1
698,292,Anjali Korpal,60,M,A1
699,292,Harita Kade,63,F,A2
700,293,Aditya Ghose,16,F,A1
701,293,Vrinda Ramaswamy,27,M,A2
702,293,Faras Yohannan,65,M,A3
703,294,Sai Andra,29,M,A1
704,294,Anmol Mand,59,F,A2
705,295,Waida Kadakia,48,M,A1
706,296,Joshua Lad,47,M,A1
707,297,Jairaj Vasa,41,F,A1
708,297,Warhi Pathak,31,F,A2
709,297,Udarsh Batta,24,F,A3
710,297,Osha Walia,31,M,A4
711,298,Nitesh Narayan,63,M,A1
712,298,Dev Chatterjee,36,T,A2
713,298,Varsha Sankaran,23,M,A3
714,299,Reva Chandran,61,M,A1
715,299,Jeet Chada,41,M,A2
716,299,Bahadurjit Purohit,65,M,A3
717,299,Dhruv Datta,18,M,A4
718,300,Lakshmi Ratti,37,F,A1
719,300,Nirja Kaul,33,M,A2
720,300,Sudiksha Rajagopalan,38,F,A3
