EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
320,4,28,9,4,KGID00000320,Darika,1978-04-26,M,AB-,0,2016-01-15
321,4,28,11,8,KGID00000321,Janya,2000-06-15,M,AB-,0,2024-08-07
322,4,28,11,9,KGID00000322,Balveer,1989-11-26,T,A+,0,2014-02-16
323,5,30,11,1,KGID00000323,Ishita,1997-12-22,M,B-,0,2018-07-18
324,5,30,9,8,KGID00000324,Shivansh,1977-10-23,M,O-,0,2020-09-07
325,5,30,7,7,KGID00000325,Zaid,1991-11-15,M,AB+,0,2024-05-16
326,5,30,10,3,KGID00000326,Harshil,1990-07-12,M,A-,0,2020-08-28
327,5,30,10,5,KGID00000327,Irya,1995-10-20,F,AB+,0,2021-11-26
328,5,30,8,4,KGID00000328,Niharika,1986-03-19,T,B-,0,2017-04-18
329,5,30,11,1,KGID00000329,Mohammed,1971-08-13,M,O+,0,2021-04-28
330,5,30,11,3,KGID00000330,Warjas,1996-07-24,M,O+,0,2017-02-08
331,5,30,10,1,KGID00000331,Nicholas,1972-04-11,M,O-,0,2016-09-10
332,5,31,11,3,KGID00000332,Peter,1980-07-29,F,AB-,1,2002-06-24
333,5,31,9,2,KGID00000333,Nitara,1974-06-20,M,B-,0,2012-11-12
334,5,31,11,7,KGID00000334,Aryan,1998-05-15,F,B+,0,2022-09-20
335,5,31,11,6,KGID00000335,Praneel,1971-07-08,M,O+,0,2014-06-18
336,5,31,8,7,KGID00000336,Gaurangi,1995-02-23,F,AB-,0,2024-08-15
337,5,31,10,4,KGID00000337,Nisha,1988-03-17,M,O+,0,2020-01-03
338,5,31,11,2,KGID00000338,Yuvraj,1997-08-20,F,AB+,0,2022-04-06
339,5,31,11,3,KGID00000339,Amara,1971-09-06,M,B+,0,2004-01-08
340,5,31,10,1,KGID00000340,Nathaniel,1972-10-11,F,O-,0,1997-02-08
341,5,32,8,7,KGID00000341,Hritik,1971-12-01,M,O+,0,2000-05-28
342,5,32,8,6,KGID00000342,Lavanya,1992-11-10,F,A+,0,2015-02-02
343,5,32,10,9,KGID00000343,Balvan,1971-10-19,F,B-,0,2024-07-06
344,5,32,9,3,KGID00000344,Upma,1985-01-28,M,AB+,0,2009-10-20
345,5,32,8,7,KGID00000345,Tristan,1987-07-01,M,A-,0,2014-03-10
346,5,32,11,8,KGID00000346,Ryan,2000-05-03,M,B-,0,2024-07-04
347,5,32,9,6,KGID00000347,Triveni,1968-04-20,F,O+,0,2007-10-02
348,5,32,10,3,KGID00000348,Inaya,1983-01-06,M,B-,0,2013-08-28
349,5,32,9,5,KGID00000349,Dalaja,1985-11-11,F,O-,0,2013-02-27
350,5,32,11,5,KGID00000350,Vedant,1982-08-14,F,O+,0,2011-06-08
351,5,32,11,9,KGID00000351,Udant,1976-12-17,M,A+,0,2023-07-27
352,5,32,11,8,KGID00000352,Arjun,1999-10-10,F,A-,0,2021-03-05
353,5,33,11,5,KGID00000353,Reyansh,1974-03-30,M,B+,0,2023-05-30
354,5,33,11,8,KGID00000354,Mohini,1971-04-26,M,O+,0,2012-02-22
355,5,33,11,9,KGID00000355,Falguni,1984-02-16,M,A-,0,2020-09-26
356,5,33,10,3,KGID00000356,Arya,1997-10-25,F,A+,0,2021-12-25
357,5,33,11,6,KGID00000357,Ekaraj,1997-01-04,F,O+,0,2022-06-25
358,5,33,8,9,KGID00000358,Arya,1977-12-16,M,B-,0,2020-11-27
359,5,33,10,9,KGID00000359,Indali,2002-08-24,M,A+,0,2024-11-26
360,5,33,10,3,KGID00000360,Yashodhara,1971-11-07,M,AB-,0,1997-03-16
361,5,33,9,8,KGID00000361,Mugdha,1989-08-30,M,O-,0,2017-10-24
362,5,33,10,1,KGID00000362,Garima,1999-11-19,F,A-,0,2020-08-23
363,5,33,9,9,KGID00000363,Ayaan,2001-03-20,M,B+,0,2023-05-15
364,5,33,11,7,KGID00000364,Jack,1988-09-22,F,B+,0,2014-03-15
365,5,33,11,4,KGID00000365,Advika,1969-04-23,M,O+,0,2023-01-29
366,5,33,11,2,KGID00000366,Pranav,1977-03-25,M,B+,0,2010-06-27
367,5,34,11,9,KGID00000367,Alka,1979-10-08,F,AB-,0,2021-12-15
368,5,34,11,6,KGID00000368,Balvan,1994-05-01,M,O-,0,2016-04-12
369,5,34,11,5,KGID00000369,Ikbal,1999-09-01,F,A-,0,2024-06-27
370,5,34,10,2,KGID00000370,Radha,1978-09-13,M,B+,0,2012-09-12
371,5,34,11,7,KGID00000371,Hemani,1974-03-08,M,O-,0,2020-10-13
372,5,34,11,9,KGID00000372,Dipta,1996-12-10,M,AB+,0,2018-12-11
373,5,34,10,1,KGID00000373,Rajata,1988-03-25,F,A+,0,2022-11-23
374,5,34,9,9,KGID00000374,Yasti,1985-03-22,F,O+,0,2018-08-06
375,5,34,11,3,KGID00000375,Jack,1987-11-29,M,A+,0,2018-12-17
376,5,34,9,4,KGID00000376,Lekha,1969-06-19,M,B+,0,2002-05-01
377,5,34,11,9,KGID00000377,Ranveer,2002-08-27,M,A-,0,2024-05-22
378,5,35,11,1,KGID00000378,Aachal,1984-06-15,F,O-,0,2017-02-27
379,5,35,11,4,KGID00000379,Chaitanya,1972-08-04,M,A+,0,2022-04-28
380,5,35,10,2,KGID00000380,Rajata,1971-11-26,F,B-,0,2011-09-11
381,5,35,11,7,KGID00000381,Aarav,1998-11-29,M,B+,0,2022-12-07
382,5,35,11,6,KGID00000382,Zinal,1970-08-30,M,B+,0,2016-07-28
383,5,35,11,9,KGID00000383,Ronith,1980-12-23,F,A-,0,2012-12-29
384,5,35,11,5,KGID00000384,Januja,1986-06-18,F,B+,0,2008-04-30
385,5,35,9,4,KGID00000385,Raagini,1974-07-24,F,O+,0,2009-06-13
386,5,35,11,7,KGID00000386,Ekaraj,1980-01-20,M,A-,0,2019-08-01
387,5,35,11,6,KGID00000387,Ganga,1999-03-01,M,O-,0,2024-12-01
388,5,35,7,8,KGID00000388,Dipta,2002-09-22,F,AB-,0,2023-04-06
389,5,35,11,7,KGID00000389,Jeet,1985-11-03,F,O-,0,2010-11-20
390,5,35,11,3,KGID00000390,Charita,1983-02-24,M,O-,0,2016-04-10
391,5,35,11,1,KGID00000391,Yashica,2002-03-11,M,O-,1,2023-02-19
392,5,35,11,8,KGID00000392,Dayamai,1975-02-01,M,O+,0,2015-10-18
393,5,35,11,5,KGID00000393,Nilima,1973-12-01,M,AB+,0,2023-02-27
394,5,36,10,3,KGID00000394,Eta,1984-09-05,M,AB+,0,2019-11-27
395,5,36,11,2,KGID00000395,Neha,1987-04-03,F,A+,0,2022-09-13
396,5,36,8,9,KGID00000396,Chakrika,1994-08-18,F,A+,1,2017-07-15
397,5,36,10,3,KGID00000397,Joshua,1973-05-29,M,B-,0,2012-12-11
398,5,36,11,6,KGID00000398,Rehaan,1972-08-05,M,AB+,0,1997-08-18
399,5,36,11,3,KGID00000399,Osha,2001-10-13,M,A+,0,2022-09-30
400,5,36,9,4,KGID00000400,Ladli,1983-10-02,F,B+,0,2020-03-15
401,5,36,11,2,KGID00000401,Owen,1987-11-05,F,B+,0,2012-11-14
402,5,36,11,7,KGID00000402,Charvi,1985-03-23,M,B+,0,2013-11-19
403,5,36,11,5,KGID00000403,Nidra,1979-02-17,F,A+,0,2024-10-27
404,5,36,11,9,KGID00000404,Aadi,1981-07-13,M,B-,0,2011-03-21
405,5,36,10,8,KGID00000405,Daksha,1970-06-13,M,B-,0,2001-09-26
406,5,36,11,6,KGID00000406,Bhavini,1991-09-12,F,B+,0,2012-04-08
407,6,38,11,8,KGID00000407,Shivansh,1992-07-04,F,A-,1,2016-11-16
408,6,38,8,1,KGID00000408,Qushi,1979-10-05,F,O+,0,2009-09-04
409,6,38,11,7,KGID00000409,Ekanta,1990-06-23,F,A-,0,2020-04-26
410,6,38,11,2,KGID00000410,Udyati,1974-11-06,M,B-,0,2007-06-13
411,6,38,9,2,KGID00000411,Riya,1982-08-28,M,O+,0,2011-10-06
412,6,38,11,2,KGID00000412,Riya,1970-08-06,F,A-,0,2001-12-19
413,6,38,11,2,KGID00000413,Tanay,1981-11-15,M,B+,0,2009-11-17
414,6,38,9,9,KGID00000414,Yasti,1983-07-21,F,AB+,0,2015-09-24
415,6,38,9,1,KGID00000415,Urvashi,1980-01-21,M,O+,0,2006-04-19
416,6,38,8,2,KGID00000416,Omkaar,1999-12-14,M,AB-,0,2023-03-26
417,6,38,11,3,KGID00000417,Frado,1975-06-27,M,A-,0,2012-06-29
418,6,38,11,9,KGID00000418,Bhanumati,1973-03-04,M,A+,0,2004-03-31
419,6,38,11,3,KGID00000419,Yutika,1985-03-06,F,A+,0,2009-05-14
420,6,38,11,4,KGID00000420,Gautami,2001-03-23,M,O+,0,2024-05-08
421,6,38,10,6,KGID00000421,Girik,1971-06-30,M,A+,0,2017-08-21
422,6,38,11,2,KGID00000422,Wahab,1970-01-22,F,AB+,0,2008-12-25
423,6,38,10,8,KGID00000423,Dayita,1971-11-16,M,B-,0,2016-10-22
424,6,39,11,6,KGID00000424,Umang,1978-11-18,M,O-,0,2019-10-23
425,6,39,11,4,KGID00000425,Rushil,2000-11-08,M,O+,0,2024-01-25
426,6,39,11,1,KGID00000426,Manan,1996-07-11,F,A+,0,2024-10-11
427,6,39,10,2,KGID00000427,Aryan,2001-02-08,M,B-,0,2023-09-22
428,6,39,11,2,KGID00000428,Chakradhar,1974-05-21,M,B-,0,2007-07-21
429,6,39,11,8,KGID00000429,Yash,1999-06-09,F,A-,0,2022-02-01
430,6,39,11,2,KGID00000430,Vaishnavi,1996-08-01,M,A+,0,2021-06-04
431,6,39,11,5,KGID00000431,Elijah,1978-08-15,F,O+,0,2012-01-31
432,6,39,11,5,KGID00000432,Tamanna,1982-04-08,M,B-,0,2013-02-25
433,6,39,11,2,KGID00000433,Oeshi,1972-11-20,M,O-,0,1999-12-22
434,6,39,9,4,KGID00000434,Robert,1984-01-27,M,O-,0,2022-04-12
435,6,39,8,1,KGID00000435,Leena,1975-01-26,M,AB-,0,2009-08-24
436,6,40,11,1,KGID00000436,Warda,1985-10-10,F,AB+,0,2017-07-08
437,6,40,9,9,KGID00000437,Mugdha,1986-02-20,F,B-,0,2017-02-21
438,6,40,8,1,KGID00000438,Yagnesh,1974-04-09,M,B-,0,2000-06-12
439,6,40,11,2,KGID00000439,Manbir,1984-09-11,M,AB+,0,2020-05-24
440,6,40,8,8,KGID00000440,Abdul,1970-11-22,F,A-,0,1999-11-14
441,6,40,11,1,KGID00000441,Hredhaan,1982-11-15,F,A+,0,2005-09-30
442,6,40,11,8,KGID00000442,Pavani,2000-06-30,M,O+,0,2023-03-20
443,6,40,9,5,KGID00000443,Theodore,1976-05-24,M,B+,0,2009-05-03
444,6,40,11,8,KGID00000444,Patrick,1979-01-09,M,O-,0,2013-03-28
445,6,40,10,4,KGID00000445,Zarna,1974-02-26,F,B-,0,2013-10-21
446,6,40,11,6,KGID00000446,Ucchal,1968-11-15,M,O-,0,2007-02-27
447,6,41,11,3,KGID00000447,Chandresh,1985-06-03,M,B-,0,2012-01-25
448,6,41,11,8,KGID00000448,Zaid,1980-08-07,M,B-,0,2003-08-18
449,6,41,8,5,KGID00000449,Jairaj,1997-06-19,M,A+,0,2020-09-14
450,6,41,11,7,KGID00000450,Tanmayi,1993-10-28,M,B+,0,2023-06-30
451,6,41,11,1,KGID00000451,Kiaan,2001-02-09,F,AB-,0,2024-01-05
452,6,41,11,4,KGID00000452,Ucchal,1993-04-04,F,O-,0,2024-08-20
453,6,41,9,1,KGID00000453,Edhitha,1969-09-13,M,B-,1,1994-01-18
454,6,41,11,4,KGID00000454,Saanvi,1982-11-18,F,AB-,0,2023-08-03
455,6,41,11,1,KGID00000455,Yamini,1982-07-07,M,B+,0,2004-05-02
456,6,41,11,6,KGID00000456,Pooja,1984-05-14,F,O+,0,2006-08-18
457,6,41,10,3,KGID00000457,Sanaya,1982-06-21,F,O+,0,2006-01-22
458,6,41,11,3,KGID00000458,Nathan,1997-02-13,F,AB-,0,2021-07-23
459,6,41,11,5,KGID00000459,Vaishnavi,1975-11-12,F,AB+,0,2012-12-21
460,6,41,11,7,KGID00000460,Shivani,1999-06-28,F,A+,0,2023-03-19
461,6,41,10,2,KGID00000461,Aashi,1995-06-04,F,B+,0,2018-06-23
462,6,41,8,3,KGID00000462,Yug,1983-07-23,F,A-,0,2011-03-02
463,6,41,11,8,KGID00000463,Aradhana,2000-09-17,M,B-,0,2022-11-19
464,7,43,10,1,KGID00000464,Vedhika,1972-11-05,M,O+,0,1993-01-21
465,7,43,11,6,KGID00000465,William,1990-02-12,M,A-,0,2019-06-30
466,7,43,11,4,KGID00000466,Anvi,1993-12-05,M,A-,0,2021-04-20
467,7,43,7,5,KGID00000467,Ria,1968-11-24,F,A-,0,2004-04-18
468,7,43,11,9,KGID00000468,Faras,1975-03-21,F,A-,0,1999-05-13
469,7,43,11,7,KGID00000469,Bhavika,1989-08-27,F,B+,0,2010-09-11
470,7,43,11,6,KGID00000470,Wahab,1970-05-27,M,B-,0,1995-07-18
471,7,43,11,5,KGID00000471,Anita,2000-09-28,F,AB+,0,2024-01-12
472,7,43,8,8,KGID00000472,Gautami,1993-08-24,M,AB-,1,2020-03-01
473,7,44,10,8,KGID00000473,Ekaja,1997-09-11,M,A+,0,2024-09-24
474,7,44,11,2,KGID00000474,Faris,1971-09-04,M,O+,0,2013-03-29
475,7,44,11,9,KGID00000475,Lakshit,1979-11-20,M,AB-,0,2004-02-02
476,7,44,10,5,KGID00000476,Matthew,1987-12-30,M,AB+,0,2008-12-31
477,7,44,10,2,KGID00000477,Vihaan,1970-10-06,M,AB-,0,1997-10-12
478,7,44,11,9,KGID00000478,Leela,2001-12-06,M,O+,0,2023-04-11
479,7,44,11,4,KGID00000479,Michael,1992-01-08,M,A-,0,2023-08-26
480,7,44,11,9,KGID00000480,Tanish,1969-07-22,F,B+,0,2012-07-10
481,7,44,11,4,KGID00000481,Devansh,1975-10-03,F,B+,0,2003-07-01
482,7,45,11,3,KGID00000482,Oeshi,1987-07-13,F,AB+,0,2012-07-12
483,7,45,11,7,KGID00000483,Nikita,1971-01-02,M,AB-,0,1995-11-26
484,7,45,11,9,KGID00000484,Ganga,1968-07-21,F,A-,0,2021-06-02
485,7,45,9,2,KGID00000485,Unnati,1994-05-16,F,A-,0,2021-07-14
486,7,45,11,7,KGID00000486,Ojasvi,1983-06-04,M,O-,0,2023-09-09
487,7,45,11,7,KGID00000487,David,1975-09-22,M,O+,0,2008-05-09
488,7,45,11,4,KGID00000488,Samuel,1982-11-14,M,O-,0,2018-06-27
489,7,45,11,5,KGID00000489,Osha,1968-11-27,M,O-,0,2005-02-26
490,7,45,11,5,KGID00000490,Lopa,1978-03-23,F,O-,0,2005-01-10
491,7,46,10,2,KGID00000491,Anmol,1986-09-11,M,B-,0,2020-07-26
492,7,46,11,6,KGID00000492,Lajita,1989-09-24,F,B+,0,2021-08-02
493,7,46,11,9,KGID00000493,Vansha,1986-02-04,F,A+,0,2010-01-16
494,7,46,11,4,KGID00000494,Abeer,1977-01-01,M,A+,0,2000-08-02
495,7,46,11,8,KGID00000495,Indira,1980-04-15,M,A-,0,2017-07-11
496,7,46,10,8,KGID00000496,Chanchal,1989-12-04,M,O-,0,2023-04-29
497,7,46,10,2,KGID00000497,Madhavi,1975-05-03,M,O+,0,2007-08-08
498,7,46,11,4,KGID00000498,Oni,2002-12-24,F,B-,0,2023-08-08
499,7,46,11,1,KGID00000499,Thomas,1968-11-24,M,B+,0,2024-06-06
500,7,46,11,5,KGID00000500,Vinaya,1968-05-18,M,AB+,0,2000-01-15
501,7,46,11,7,KGID00000501,Theodore,1980-05-08,F,O-,0,2020-01-05
502,7,46,11,7,KGID00000502,Anjali,1998-05-18,M,A+,0,2024-11-02
503,7,46,11,5,KGID00000503,Rajata,1984-10-14,M,A-,0,2017-08-05
504,7,47,11,5,KGID00000504,Vedika,1996-09-25,M,AB+,0,2020-08-24
505,7,47,11,7,KGID00000505,Ayush,1978-10-12,F,B+,0,2001-07-19
506,7,47,11,7,KGID00000506,Lopa,1981-04-05,M,A+,0,2013-08-21
507,7,47,11,4,KGID00000507,Gayathri,1976-07-08,F,O-,0,2012-05-24
508,7,47,11,3,KGID00000508,Nidhi,1990-10-03,F,B+,0,2017-09-25
509,7,47,11,9,KGID00000509,Noah,2001-03-27,F,B+,0,2023-06-14
510,7,47,11,4,KGID00000510,Unni,1997-05-10,M,AB+,0,2019-01-01
511,7,47,11,5,KGID00000511,Joshua,1984-09-02,M,A-,0,2010-11-05
512,7,47,11,2,KGID00000512,Avi,1994-03-06,M,B-,0,2021-07-04
513,7,47,11,5,KGID00000513,Meera,1985-02-13,M,B+,0,2017-11-19
514,7,47,9,8,KGID00000514,Avi,1986-05-10,M,B+,0,2019-10-09
515,7,47,11,6,KGID00000515,Fiyaz,1996-04-21,F,A+,0,2018-12-26
516,7,47,9,3,KGID00000516,Priya,2002-09-12,M,A-,0,2023-06-22
517,7,48,11,8,KGID00000517,Krishna,1986-02-04,M,A+,0,2016-08-15
518,7,48,11,9,KGID00000518,Triya,1968-08-18,M,A+,0,2004-06-15
519,7,48,10,6,KGID00000519,Qabil,1999-02-09,M,A-,0,2024-12-01
520,7,48,11,1,KGID00000520,Chandresh,1975-06-29,M,AB+,0,1998-12-05
521,7,48,11,7,KGID00000521,Abha,1991-07-06,F,B+,0,2019-07-30
522,7,48,11,4,KGID00000522,Ladli,1984-02-11,M,O+,1,2021-10-28
523,7,48,9,1,KGID00000523,Falak,1973-11-19,M,B+,0,2003-06-23
524,7,48,11,5,KGID00000524,Siddharth,1969-09-04,F,A+,0,2006-10-31
525,7,48,8,1,KGID00000525,Suhani,1972-11-06,M,A-,0,2022-04-27
526,7,48,10,8,KGID00000526,Eta,1992-07-19,F,B-,0,2018-09-02
527,7,48,11,2,KGID00000527,Geetika,1981-07-04,F,AB+,0,2020-11-17
528,7,48,11,9,KGID00000528,Ladli,1986-10-15,F,A-,0,2009-05-09
529,7,48,11,4,KGID00000529,Arunima,1990-04-29,F,B-,0,2015-06-16
530,7,48,11,9,KGID00000530,Oviya,1975-03-12,M,B-,0,1997-10-07
531,8,50,10,2,KGID00000531,Zayyan,1968-02-14,F,O-,0,1990-07-28
532,8,50,8,2,KGID00000532,Finn,1990-12-14,F,B-,0,2012-09-06
533,8,50,11,1,KGID00000533,Upma,1979-11-06,M,B+,0,2020-10-28
534,8,50,11,6,KGID00000534,Anirudh,1984-02-27,M,A-,0,2022-12-24
535,8,50,11,3,KGID00000535,Charles,1970-01-21,F,B+,0,1991-06-08
536,8,50,11,2,KGID00000536,Inaya,1995-11-22,M,AB-,0,2019-01-03
537,8,50,11,7,KGID00000537,Udarsh,1988-06-23,F,O-,0,2015-02-05
538,8,50,11,3,KGID00000538,Ekapad,1975-06-25,F,A+,0,2001-01-26
539,8,50,11,8,KGID00000539,Banjeet,1972-08-26,F,O-,0,2011-08-31
540,8,50,10,1,KGID00000540,Azaan,1984-02-01,F,B+,0,2018-09-18
541,8,50,11,1,KGID00000541,Yug,1986-06-13,M,AB-,1,2016-11-19
542,8,50,11,4,KGID00000542,Ryan,1991-07-17,F,AB-,0,2024-12-06
543,8,50,11,7,KGID00000543,Anmol,1995-09-25,F,B-,0,2017-01-25
544,8,50,11,3,KGID00000544,Michael,1996-10-08,F,A+,1,2021-04-26
545,8,50,11,8,KGID00000545,William,1990-09-05,F,A-,0,2021-07-11
546,8,51,10,9,KGID00000546,Jonathan,1980-06-23,M,O+,0,2003-04-05
547,8,51,9,8,KGID00000547,Urvashi,1988-08-04,M,O-,0,2018-12-18
548,8,51,8,2,KGID00000548,Ishwar,1990-04-23,M,A+,0,2011-05-26
549,8,51,7,5,KGID00000549,Tejas,1972-01-29,F,B-,0,2020-02-08
550,8,51,11,1,KGID00000550,Udyati,1983-04-16,F,O-,0,2012-02-24
551,8,51,11,6,KGID00000551,Aahana,1994-11-29,F,A-,0,2020-04-21
552,8,51,11,6,KGID00000552,Jyoti,1968-02-05,F,AB+,0,2005-04-24
553,8,51,10,3,KGID00000553,Oliver,1972-10-07,M,O+,0,1995-01-21
554,8,51,11,7,KGID00000554,Ishwar,1976-05-30,M,B-,0,2002-06-02
555,8,51,8,2,KGID00000555,Nihal,1986-08-04,F,O-,0,2008-01-16
556,8,51,11,8,KGID00000556,Deepa,1990-08-13,M,A+,0,2014-01-07
557,8,51,11,9,KGID00000557,Hritik,1994-03-31,F,B+,0,2020-06-01
558,8,51,9,7,KGID00000558,Atharv,1973-10-04,F,AB-,0,1998-08-24
559,8,52,11,4,KGID00000559,Devika,1995-04-26,M,AB-,0,2023-10-07
560,8,52,11,7,KGID00000560,Keya,1973-12-25,M,AB+,0,2000-03-13
561,8,52,11,9,KGID00000561,Mekhala,1982-01-30,F,B-,0,2018-12-19
562,8,52,11,3,KGID00000562,Rushil,1998-10-19,F,B+,0,2022-11-15
563,8,52,11,2,KGID00000563,Faqid,1982-06-17,F,O-,0,2018-12-07
564,8,52,11,9,KGID00000564,Xavier,1999-11-08,M,O+,0,2022-05-04
565,8,52,11,3,KGID00000565,Harsh,1969-02-18,M,A+,0,2007-02-01
566,8,52,11,5,KGID00000566,Charvi,1975-03-21,M,A+,0,2008-11-08
567,8,52,10,6,KGID00000567,Jai,2001-10-20,F,A-,0,2022-03-08
568,8,52,11,4,KGID00000568,Benjamin,1993-03-15,F,O+,0,2023-09-13
569,8,52,11,1,KGID00000569,Idika,1999-03-24,F,O+,0,2021-08-12
570,8,52,11,9,KGID00000570,Priya,1998-09-25,M,AB+,0,2022-07-04
571,8,52,11,6,KGID00000571,Kamala,1987-11-16,F,B-,0,2013-01-21
572,8,52,11,3,KGID00000572,Ekapad,1981-03-12,F,A-,0,2022-02-18
573,8,53,11,1,KGID00000573,Yashawini,1973-05-09,M,AB+,0,2010-12-03
574,8,53,11,6,KGID00000574,Harita,1979-06-10,M,B+,0,2000-04-02
575,8,53,11,5,KGID00000575,Advik,1994-10-10,M,AB-,0,2015-07-28
576,8,53,11,3,KGID00000576,Osha,1991-07-27,M,B+,0,2016-12-06
577,8,53,11,4,KGID00000577,Vrishti,1972-02-15,F,AB-,0,2008-09-03
578,8,53,10,8,KGID00000578,Hitesh,2001-10-05,T,A+,0,2024-12-22
579,8,53,10,1,KGID00000579,Rachita,1978-10-12,F,AB-,0,2009-12-08
580,8,53,11,5,KGID00000580,Janaki,1973-01-31,M,AB+,0,2011-04-24
581,8,53,11,9,KGID00000581,Tripti,2002-07-24,F,O-,0,2024-01-19
582,8,53,10,6,KGID00000582,Michael,1997-03-23,M,A-,0,2020-02-28
583,8,54,11,4,KGID00000583,Radhika,1996-02-14,F,B-,0,2017-09-26
584,8,54,11,9,KGID00000584,Patrick,1972-08-29,F,O+,0,2002-03-23
585,8,54,11,1,KGID00000585,Anamika,2001-07-03,M,AB-,0,2022-11-11
586,8,54,8,9,KGID00000586,Veda,1975-12-26,M,B-,0,2007-04-20
587,8,54,11,7,KGID00000587,Udyati,1988-03-27,M,A+,0,2023-02-19
588,8,54,8,2,KGID00000588,Rajata,1968-04-06,F,A+,0,2018-10-10
589,8,54,8,5,KGID00000589,Amrita,1990-07-22,F,AB+,0,2013-05-19
590,8,54,10,7,KGID00000590,Ekantika,1987-08-19,F,A+,0,2016-07-21
591,8,54,11,9,KGID00000591,Yatan,1974-02-12,M,B+,0,2012-07-16
592,8,54,11,6,KGID00000592,Gabriel,2000-09-18,F,A+,0,2024-08-19
593,8,54,11,1,KGID00000593,Arya,1973-07-12,M,O+,0,1995-11-16
594,8,54,11,6,KGID00000594,Shravya,1981-09-01,M,B+,0,2011-06-04
595,8,54,9,2,KGID00000595,Yagnesh,1979-05-03,M,A+,0,2008-09-18
596,8,54,11,9,KGID00000596,Ucchal,1992-08-14,M,A-,0,2023-05-07
597,8,54,9,6,KGID00000597,Ladli,1994-01-16,M,B-,0,2020-06-18
598,8,54,11,8,KGID00000598,Gayathri,1976-09-05,M,AB+,0,2011-04-04
599,8,55,11,6,KGID00000599,Ayush,1984-05-07,F,B+,1,2023-02-12
600,8,55,10,5,KGID00000600,Warda,1977-12-08,F,B+,0,2017-07-25
601,8,55,10,8,KGID00000601,Ekta,1989-07-12,M,AB+,0,2020-05-19
602,8,55,8,2,KGID00000602,Qabil,1996-12-15,F,B+,0,2023-10-21
603,8,55,9,2,KGID00000603,Vinaya,2000-11-26,F,A+,0,2024-07-07
604,8,55,11,7,KGID00000604,Simon,1994-02-06,F,B-,0,2021-06-29
605,8,55,11,3,KGID00000605,Isha,1992-05-18,M,B-,0,2023-08-04
606,8,55,11,8,KGID00000606,Aarna,1981-01-19,M,A-,0,2008-01-03
607,8,55,11,3,KGID00000607,Harini,1997-09-22,F,B+,0,2020-09-05
608,8,55,9,3,KGID00000608,Ati,1993-05-19,F,O-,0,2021-05-24
609,8,56,9,2,KGID00000609,Anya,1989-11-15,M,B-,0,2015-03-14
610,8,56,9,8,KGID00000610,Advaith,1984-03-15,F,A+,0,2013-09-15
611,8,56,11,9,KGID00000611,Zansi,1972-08-18,F,AB+,0,2024-07-27
612,8,56,10,7,KGID00000612,Rayaan,1992-06-01,F,AB-,0,2016-11-25
613,8,56,11,5,KGID00000613,Frederick,1971-06-29,M,B-,0,2015-03-06
614,8,56,10,8,KGID00000614,Wyatt,1983-06-24,F,A+,0,2014-12-02
615,8,56,9,2,KGID00000615,Niharika,1975-06-06,M,AB+,0,2006-04-26
616,8,56,9,2,KGID00000616,Vrinda,1984-03-31,F,O+,0,2018-07-03
617,8,57,11,4,KGID00000617,Wridesh,1989-06-23,M,O+,0,2020-09-29
618,8,57,8,3,KGID00000618,Vamakshi,1993-09-22,M,A+,0,2020-08-23
619,8,57,9,3,KGID00000619,Vritti,1975-06-18,M,O+,0,2007-08-02
620,8,57,11,5,KGID00000620,Sara,1968-11-01,F,B-,0,2022-04-12
621,8,57,11,4,KGID00000621,Anay,1989-08-09,F,B+,0,2013-10-29
622,8,57,11,9,KGID00000622,Girik,1976-02-27,M,AB-,0,2024-12-15
623,8,57,11,7,KGID00000623,Chaitaly,1971-02-01,M,A-,1,2002-04-23
624,8,57,11,3,KGID00000624,Timothy,1990-08-16,M,B+,0,2020-05-31
625,8,57,11,9,KGID00000625,Nidhi,1969-10-01,F,A-,0,2013-11-02
626,8,58,11,7,KGID00000626,Yagnesh,1992-03-10,M,AB-,0,2013-01-10
627,8,58,11,8,KGID00000627,Damini,1987-03-30,F,O+,0,2013-02-22
628,8,58,11,2,KGID00000628,Jyoti,2002-02-28,M,AB+,0,2024-12-14
629,8,58,9,9,KGID00000629,Urvashi,1971-10-05,M,B-,1,2004-09-15
630,8,58,11,9,KGID00000630,Hemangini,1968-04-26,M,A+,0,2015-12-05
631,8,58,9,6,KGID00000631,Pavani,1982-03-03,M,O+,0,2012-03-03
632,8,58,10,6,KGID00000632,Ganga,1992-01-18,M,O+,0,2022-07-02
633,8,58,11,3,KGID00000633,Indira,1993-01-04,M,O-,0,2019-05-31
634,8,58,10,7,KGID00000634,Sudiksha,1983-06-12,F,A-,0,2021-05-13
635,8,58,11,2,KGID00000635,Anika,1999-05-15,M,O+,0,2020-11-27
636,8,59,11,3,KGID00000636,Damini,1998-09-15,M,A+,0,2019-08-02
637,8,59,11,7,KGID00000637,Zayan,1989-02-26,M,AB+,0,2023-06-19
638,8,59,8,7,KGID00000638,Vihaan,1969-09-10,F,O+,0,2022-07-02
639,8,59,11,1,KGID00000639,Jai,1999-12-02,F,B+,0,2023-05-08
640,8,59,11,5,KGID00000640,Reyansh,1977-01-17,M,B-,0,2021-03-30
